Title    : 2023_Average_Jan_hr_10_2
Version  : Emfac-HK V4.3 V4.3.0.0 Sp: V4.3 Pr: Emfac-HK HK4.3
Run Date : 2021/12/29 11:33:34
Scen Year: 2023 -- All model years in the range 1979 to 2023 selected
Season   : Annual
Area     : Hong Kong
*****************************************************************************************
Year:,2023,, -- Model Years,,1979, to ,2023, Inclusive --,,,Annual
     Emfac-HK V4.3 Emission Factors: V4.3.0.0 Sp: V4.3 Pr: Emfac-HK HK4.3

SAR Average,,,,,      Hong Kong,,,,,,SAR Average

,,,,Table  1:  Running Exhaust Emissions (grams/km)

Pollutant Name: Volatile Org Cpds,,,,Temperature: 19C,,Relative Humidity: 68%

Speed,PC,PC,PC,PC,PC,TAXI,TAXI,TAXI,TAXI,TAXI,LGV3,LGV3,LGV3,LGV3,LGV3,LGV4,LGV4,LGV4,LGV4,LGV4,LGV6,LGV6,LGV6,LGV6,LGV6,HGV7,HGV7,HGV7,HGV7,HGV7,HGV8,HGV8,HGV8,HGV8,HGV8,PLB,PLB,PLB,PLB,PLB,PV4,PV4,PV4,PV4,PV4,PV5,PV5,PV5,PV5,PV5,NFB6,NFB6,NFB6,NFB6,NFB6,NFB7,NFB7,NFB7,NFB7,NFB7,NFB8,NFB8,NFB8,NFB8,NFB8,FBSD,FBSD,FBSD,FBSD,FBSD,FBDD,FBDD,FBDD,FBDD,FBDD,MC,MC,MC,MC,MC,HGV9,HGV9,HGV9,HGV9,HGV9,NFB9,NFB9,NFB9,NFB9,NFB9,ALL,ALL,ALL,ALL,ALL,
   47,   1.3368,   0.0074,   0.0409,   0.0000,   0.0083,   0.0000,   0.0061,   0.0000,   0.0158,   0.0158,   1.3353,   0.4021,   0.0210,   0.0000,   0.0437,   1.3353,   0.0850,   0.0196,   0.0000,   0.0215,   0.0000,   0.0000,   0.0133,   0.0000,   0.0133,   0.0000,   0.0000,   0.0719,   0.0000,   0.0719,   0.0000,   0.0000,   0.0410,   0.0000,   0.0410,   0.0000,   0.0000,   0.0522,   0.6221,   0.3743,   0.0000,   0.0867,   0.0294,   0.0000,   0.0446,   0.0000,   0.6096,   0.0430,   0.5660,   0.1488,   0.0000,   0.0000,   0.1436,   0.0000,   0.1436,   0.0000,   0.0000,   0.2626,   0.0000,   0.2626,   0.0000,   0.0000,   0.0374,   0.0000,   0.0374,   0.0000,   0.0000,   0.0568,   0.0000,   0.0568,   0.0000,   0.0000,   0.0674,   0.0000,   0.0674,   0.6639,   0.1318,   0.0000,   0.0000,   0.4588,   0.0000,   0.0000,   0.0462,   0.0000,   0.0462,   0.0000,   0.0000,   0.0351,   0.0000,   0.0351,   0.6690,   0.0107,   0.0425,   0.0616,   0.0423,
   48,   1.3139,   0.0073,   0.0402,   0.0000,   0.0082,   0.0000,   0.0060,   0.0000,   0.0155,   0.0155,   1.3123,   0.3932,   0.0206,   0.0000,   0.0429,   1.3123,   0.0829,   0.0192,   0.0000,   0.0211,   0.0000,   0.0000,   0.0130,   0.0000,   0.0130,   0.0000,   0.0000,   0.0707,   0.0000,   0.0707,   0.0000,   0.0000,   0.0404,   0.0000,   0.0404,   0.0000,   0.0000,   0.0513,   0.6145,   0.3696,   0.0000,   0.0845,   0.0289,   0.0000,   0.0437,   0.0000,   0.6044,   0.0423,   0.5583,   0.1467,   0.0000,   0.0000,   0.1412,   0.0000,   0.1412,   0.0000,   0.0000,   0.2581,   0.0000,   0.2581,   0.0000,   0.0000,   0.0370,   0.0000,   0.0370,   0.0000,   0.0000,   0.0559,   0.0000,   0.0559,   0.0000,   0.0000,   0.0663,   0.0000,   0.0663,   0.6502,   0.1285,   0.0000,   0.0000,   0.4491,   0.0000,   0.0000,   0.0455,   0.0000,   0.0455,   0.0000,   0.0000,   0.0347,   0.0000,   0.0347,   0.6552,   0.0106,   0.0418,   0.0608,   0.0416,
   49,   1.2922,   0.0073,   0.0395,   0.0000,   0.0082,   0.0000,   0.0060,   0.0000,   0.0153,   0.0153,   1.2906,   0.3847,   0.0202,   0.0000,   0.0421,   1.2906,   0.0809,   0.0189,   0.0000,   0.0207,   0.0000,   0.0000,   0.0126,   0.0000,   0.0126,   0.0000,   0.0000,   0.0695,   0.0000,   0.0695,   0.0000,   0.0000,   0.0399,   0.0000,   0.0399,   0.0000,   0.0000,   0.0504,   0.6071,   0.3650,   0.0000,   0.0825,   0.0283,   0.0000,   0.0428,   0.0000,   0.5994,   0.0416,   0.5508,   0.1446,   0.0000,   0.0000,   0.1388,   0.0000,   0.1388,   0.0000,   0.0000,   0.2538,   0.0000,   0.2538,   0.0000,   0.0000,   0.0365,   0.0000,   0.0365,   0.0000,   0.0000,   0.0550,   0.0000,   0.0550,   0.0000,   0.0000,   0.0653,   0.0000,   0.0653,   0.6372,   0.1254,   0.0000,   0.0000,   0.4399,   0.0000,   0.0000,   0.0449,   0.0000,   0.0449,   0.0000,   0.0000,   0.0343,   0.0000,   0.0343,   0.6422,   0.0104,   0.0411,   0.0600,   0.0410,
   50,   1.2717,   0.0073,   0.0388,   0.0000,   0.0081,   0.0000,   0.0060,   0.0000,   0.0150,   0.0150,   1.2702,   0.3766,   0.0199,   0.0000,   0.0413,   1.2702,   0.0791,   0.0185,   0.0000,   0.0203,   0.0000,   0.0000,   0.0123,   0.0000,   0.0123,   0.0000,   0.0000,   0.0683,   0.0000,   0.0683,   0.0000,   0.0000,   0.0393,   0.0000,   0.0393,   0.0000,   0.0000,   0.0496,   0.6000,   0.3606,   0.0000,   0.0806,   0.0279,   0.0000,   0.0419,   0.0000,   0.5944,   0.0409,   0.5435,   0.1426,   0.0000,   0.0000,   0.1364,   0.0000,   0.1364,   0.0000,   0.0000,   0.2495,   0.0000,   0.2495,   0.0000,   0.0000,   0.0361,   0.0000,   0.0361,   0.0000,   0.0000,   0.0542,   0.0000,   0.0542,   0.0000,   0.0000,   0.0643,   0.0000,   0.0643,   0.6250,   0.1226,   0.0000,   0.0000,   0.4313,   0.0000,   0.0000,   0.0443,   0.0000,   0.0443,   0.0000,   0.0000,   0.0339,   0.0000,   0.0339,   0.6299,   0.0103,   0.0405,   0.0593,   0.0403,
   51,   1.2525,   0.0072,   0.0382,   0.0000,   0.0081,   0.0000,   0.0060,   0.0000,   0.0148,   0.0148,   1.2510,   0.3690,   0.0196,   0.0000,   0.0406,   1.2510,   0.0773,   0.0182,   0.0000,   0.0200,   0.0000,   0.0000,   0.0121,   0.0000,   0.0121,   0.0000,   0.0000,   0.0671,   0.0000,   0.0671,   0.0000,   0.0000,   0.0388,   0.0000,   0.0388,   0.0000,   0.0000,   0.0488,   0.5930,   0.3564,   0.0000,   0.0788,   0.0274,   0.0000,   0.0411,   0.0000,   0.5896,   0.0402,   0.5365,   0.1406,   0.0000,   0.0000,   0.1342,   0.0000,   0.1342,   0.0000,   0.0000,   0.2453,   0.0000,   0.2453,   0.0000,   0.0000,   0.0357,   0.0000,   0.0357,   0.0000,   0.0000,   0.0533,   0.0000,   0.0533,   0.0000,   0.0000,   0.0634,   0.0000,   0.0634,   0.6135,   0.1198,   0.0000,   0.0000,   0.4232,   0.0000,   0.0000,   0.0437,   0.0000,   0.0437,   0.0000,   0.0000,   0.0335,   0.0000,   0.0335,   0.6184,   0.0102,   0.0398,   0.0585,   0.0397,
   52,   1.2344,   0.0072,   0.0375,   0.0000,   0.0080,   0.0000,   0.0060,   0.0000,   0.0145,   0.0145,   1.2329,   0.3617,   0.0192,   0.0000,   0.0399,   1.2329,   0.0756,   0.0179,   0.0000,   0.0196,   0.0000,   0.0000,   0.0118,   0.0000,   0.0118,   0.0000,   0.0000,   0.0660,   0.0000,   0.0660,   0.0000,   0.0000,   0.0383,   0.0000,   0.0383,   0.0000,   0.0000,   0.0479,   0.5863,   0.3522,   0.0000,   0.0771,   0.0269,   0.0000,   0.0403,   0.0000,   0.5850,   0.0395,   0.5297,   0.1387,   0.0000,   0.0000,   0.1319,   0.0000,   0.1319,   0.0000,   0.0000,   0.2412,   0.0000,   0.2412,   0.0000,   0.0000,   0.0354,   0.0000,   0.0354,   0.0000,   0.0000,   0.0525,   0.0000,   0.0525,   0.0000,   0.0000,   0.0625,   0.0000,   0.0625,   0.6027,   0.1173,   0.0000,   0.0000,   0.4156,   0.0000,   0.0000,   0.0431,   0.0000,   0.0431,   0.0000,   0.0000,   0.0332,   0.0000,   0.0332,   0.6075,   0.0101,   0.0392,   0.0578,   0.0392,
   53,   1.2174,   0.0072,   0.0369,   0.0000,   0.0080,   0.0000,   0.0060,   0.0000,   0.0143,   0.0143,   1.2160,   0.3548,   0.0189,   0.0000,   0.0392,   1.2160,   0.0741,   0.0176,   0.0000,   0.0193,   0.0000,   0.0000,   0.0118,   0.0000,   0.0118,   0.0000,   0.0000,   0.0649,   0.0000,   0.0649,   0.0000,   0.0000,   0.0379,   0.0000,   0.0379,   0.0000,   0.0000,   0.0471,   0.5798,   0.3482,   0.0000,   0.0755,   0.0265,   0.0000,   0.0396,   0.0000,   0.5804,   0.0389,   0.5231,   0.1368,   0.0000,   0.0000,   0.1297,   0.0000,   0.1297,   0.0000,   0.0000,   0.2372,   0.0000,   0.2372,   0.0000,   0.0000,   0.0350,   0.0000,   0.0350,   0.0000,   0.0000,   0.0518,   0.0000,   0.0518,   0.0000,   0.0000,   0.0616,   0.0000,   0.0616,   0.5925,   0.1148,   0.0000,   0.0000,   0.4084,   0.0000,   0.0000,   0.0426,   0.0000,   0.0426,   0.0000,   0.0000,   0.0328,   0.0000,   0.0328,   0.5972,   0.0100,   0.0387,   0.0571,   0.0386,
   54,   1.2015,   0.0072,   0.0363,   0.0000,   0.0080,   0.0000,   0.0060,   0.0000,   0.0141,   0.0141,   1.2001,   0.3482,   0.0186,   0.0000,   0.0386,   1.2001,   0.0726,   0.0174,   0.0000,   0.0190,   0.0000,   0.0000,   0.0118,   0.0000,   0.0118,   0.0000,   0.0000,   0.0638,   0.0000,   0.0638,   0.0000,   0.0000,   0.0374,   0.0000,   0.0374,   0.0000,   0.0000,   0.0464,   0.5735,   0.3443,   0.0000,   0.0740,   0.0261,   0.0000,   0.0389,   0.0000,   0.5760,   0.0382,   0.5167,   0.1350,   0.0000,   0.0000,   0.1275,   0.0000,   0.1275,   0.0000,   0.0000,   0.2333,   0.0000,   0.2333,   0.0000,   0.0000,   0.0346,   0.0000,   0.0346,   0.0000,   0.0000,   0.0510,   0.0000,   0.0510,   0.0000,   0.0000,   0.0608,   0.0000,   0.0608,   0.5830,   0.1126,   0.0000,   0.0000,   0.4016,   0.0000,   0.0000,   0.0421,   0.0000,   0.0421,   0.0000,   0.0000,   0.0325,   0.0000,   0.0325,   0.5876,   0.0100,   0.0381,   0.0564,   0.0381,
   55,   1.1867,   0.0071,   0.0358,   0.0000,   0.0079,   0.0000,   0.0060,   0.0000,   0.0139,   0.0139,   1.1853,   0.3419,   0.0183,   0.0000,   0.0380,   1.1853,   0.0712,   0.0171,   0.0000,   0.0187,   0.0000,   0.0000,   0.0118,   0.0000,   0.0118,   0.0000,   0.0000,   0.0627,   0.0000,   0.0627,   0.0000,   0.0000,   0.0370,   0.0000,   0.0370,   0.0000,   0.0000,   0.0456,   0.5673,   0.3404,   0.0000,   0.0726,   0.0257,   0.0000,   0.0382,   0.0000,   0.5717,   0.0376,   0.5105,   0.1333,   0.0000,   0.0000,   0.1254,   0.0000,   0.1254,   0.0000,   0.0000,   0.2294,   0.0000,   0.2294,   0.0000,   0.0000,   0.0343,   0.0000,   0.0343,   0.0000,   0.0000,   0.0503,   0.0000,   0.0503,   0.0000,   0.0000,   0.0600,   0.0000,   0.0600,   0.5740,   0.1104,   0.0000,   0.0000,   0.3953,   0.0000,   0.0000,   0.0416,   0.0000,   0.0416,   0.0000,   0.0000,   0.0322,   0.0000,   0.0322,   0.5786,   0.0099,   0.0376,   0.0557,   0.0376,
   56,   1.1728,   0.0071,   0.0352,   0.0000,   0.0079,   0.0000,   0.0060,   0.0000,   0.0137,   0.0137,   1.1714,   0.3360,   0.0181,   0.0000,   0.0374,   1.1714,   0.0699,   0.0168,   0.0000,   0.0184,   0.0000,   0.0000,   0.0118,   0.0000,   0.0118,   0.0000,   0.0000,   0.0617,   0.0000,   0.0617,   0.0000,   0.0000,   0.0365,   0.0000,   0.0365,   0.0000,   0.0000,   0.0448,   0.5613,   0.3367,   0.0000,   0.0713,   0.0253,   0.0000,   0.0375,   0.0000,   0.5675,   0.0370,   0.5044,   0.1316,   0.0000,   0.0000,   0.1234,   0.0000,   0.1234,   0.0000,   0.0000,   0.2256,   0.0000,   0.2256,   0.0000,   0.0000,   0.0340,   0.0000,   0.0340,   0.0000,   0.0000,   0.0496,   0.0000,   0.0496,   0.0000,   0.0000,   0.0592,   0.0000,   0.0592,   0.5656,   0.1084,   0.0000,   0.0000,   0.3894,   0.0000,   0.0000,   0.0411,   0.0000,   0.0411,   0.0000,   0.0000,   0.0318,   0.0000,   0.0318,   0.5702,   0.0098,   0.0371,   0.0551,   0.0372,
   57,   1.1599,   0.0071,   0.0347,   0.0000,   0.0079,   0.0000,   0.0060,   0.0000,   0.0135,   0.0135,   1.1586,   0.3304,   0.0178,   0.0000,   0.0369,   1.1586,   0.0687,   0.0166,   0.0000,   0.0181,   0.0000,   0.0000,   0.0118,   0.0000,   0.0118,   0.0000,   0.0000,   0.0606,   0.0000,   0.0606,   0.0000,   0.0000,   0.0361,   0.0000,   0.0361,   0.0000,   0.0000,   0.0441,   0.5555,   0.3331,   0.0000,   0.0701,   0.0249,   0.0000,   0.0369,   0.0000,   0.5635,   0.0364,   0.4986,   0.1299,   0.0000,   0.0000,   0.1213,   0.0000,   0.1213,   0.0000,   0.0000,   0.2219,   0.0000,   0.2219,   0.0000,   0.0000,   0.0336,   0.0000,   0.0336,   0.0000,   0.0000,   0.0489,   0.0000,   0.0489,   0.0000,   0.0000,   0.0584,   0.0000,   0.0584,   0.5578,   0.1065,   0.0000,   0.0000,   0.3838,   0.0000,   0.0000,   0.0406,   0.0000,   0.0406,   0.0000,   0.0000,   0.0315,   0.0000,   0.0315,   0.5623,   0.0098,   0.0366,   0.0545,   0.0367,
   58,   1.1480,   0.0071,   0.0342,   0.0000,   0.0078,   0.0000,   0.0060,   0.0000,   0.0133,   0.0133,   1.1467,   0.3251,   0.0175,   0.0000,   0.0363,   1.1467,   0.0676,   0.0163,   0.0000,   0.0178,   0.0000,   0.0000,   0.0118,   0.0000,   0.0118,   0.0000,   0.0000,   0.0596,   0.0000,   0.0596,   0.0000,   0.0000,   0.0357,   0.0000,   0.0357,   0.0000,   0.0000,   0.0434,   0.5498,   0.3296,   0.0000,   0.0689,   0.0245,   0.0000,   0.0364,   0.0000,   0.5595,   0.0358,   0.4929,   0.1283,   0.0000,   0.0000,   0.1194,   0.0000,   0.1194,   0.0000,   0.0000,   0.2183,   0.0000,   0.2183,   0.0000,   0.0000,   0.0333,   0.0000,   0.0333,   0.0000,   0.0000,   0.0482,   0.0000,   0.0482,   0.0000,   0.0000,   0.0577,   0.0000,   0.0577,   0.5505,   0.1048,   0.0000,   0.0000,   0.3787,   0.0000,   0.0000,   0.0402,   0.0000,   0.0402,   0.0000,   0.0000,   0.0312,   0.0000,   0.0312,   0.5550,   0.0097,   0.0361,   0.0539,   0.0363,
