Title    : 2023_Average_Jan_hr_10_2
Version  : Emfac-HK V4.3 V4.3.0.0 Sp: V4.3 Pr: Emfac-HK HK4.3
Run Date : 2021/12/29 11:33:34
Scen Year: 2023 -- All model years in the range 1979 to 2023 selected
Season   : Annual
Area     : Hong Kong
*****************************************************************************************
Year:,2023,, -- Model Years,,1979, to ,2023, Inclusive --,,,Annual
     Emfac-HK V4.3 Emission Factors: V4.3.0.0 Sp: V4.3 Pr: Emfac-HK HK4.3

SAR Average,,,,,      Hong Kong,,,,,,SAR Average

,,,,Table  1:  Running Exhaust Emissions (grams/km)

Pollutant Name: Volatile Org Cpds,,,,Temperature: 19C,,Relative Humidity: 68%

Speed,PC,PC,PC,PC,PC,TAXI,TAXI,TAXI,TAXI,TAXI,LGV3,LGV3,LGV3,LGV3,LGV3,LGV4,LGV4,LGV4,LGV4,LGV4,LGV6,LGV6,LGV6,LGV6,LGV6,HGV7,HGV7,HGV7,HGV7,HGV7,HGV8,HGV8,HGV8,HGV8,HGV8,PLB,PLB,PLB,PLB,PLB,PV4,PV4,PV4,PV4,PV4,PV5,PV5,PV5,PV5,PV5,NFB6,NFB6,NFB6,NFB6,NFB6,NFB7,NFB7,NFB7,NFB7,NFB7,NFB8,NFB8,NFB8,NFB8,NFB8,FBSD,FBSD,FBSD,FBSD,FBSD,FBDD,FBDD,FBDD,FBDD,FBDD,MC,MC,MC,MC,MC,HGV9,HGV9,HGV9,HGV9,HGV9,NFB9,NFB9,NFB9,NFB9,NFB9,ALL,ALL,ALL,ALL,ALL,


Pollutant Name: Oxides of Nitrogen,,,,Temperature: 19C,,Relative Humidity: 68%

Speed,PC,PC,PC,PC,PC,TAXI,TAXI,TAXI,TAXI,TAXI,LGV3,LGV3,LGV3,LGV3,LGV3,LGV4,LGV4,LGV4,LGV4,LGV4,LGV6,LGV6,LGV6,LGV6,LGV6,HGV7,HGV7,HGV7,HGV7,HGV7,HGV8,HGV8,HGV8,HGV8,HGV8,PLB,PLB,PLB,PLB,PLB,PV4,PV4,PV4,PV4,PV4,PV5,PV5,PV5,PV5,PV5,NFB6,NFB6,NFB6,NFB6,NFB6,NFB7,NFB7,NFB7,NFB7,NFB7,NFB8,NFB8,NFB8,NFB8,NFB8,FBSD,FBSD,FBSD,FBSD,FBSD,FBDD,FBDD,FBDD,FBDD,FBDD,MC,MC,MC,MC,MC,HGV9,HGV9,HGV9,HGV9,HGV9,NFB9,NFB9,NFB9,NFB9,NFB9,ALL,ALL,ALL,ALL,ALL,
km/hr,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,

   39,   3.4122,   0.0224,   0.1007,   0.0000,   0.0246,   0.0000,   0.0242,   0.0000,   0.2775,   0.2774,   3.4122,   0.5118,   1.0044,   0.0000,   1.0040,   3.4122,   0.0597,   0.8705,   0.0000,   0.8472,   0.0000,   0.0000,   1.2586,   0.0000,   1.2586,   0.0000,   0.0000,   1.8911,   0.0000,   1.8911,   0.0000,   0.0000,   2.3546,   0.0000,   2.3546,   0.0000,   0.0000,   0.6098,   1.0018,   0.8313,   0.0000,   0.1695,   0.5312,   0.0000,   0.4348,   0.0000,   0.3942,   0.8179,   0.5351,   0.7605,   0.0000,   0.0000,   1.6082,   0.0000,   1.6082,   0.0000,   0.0000,   2.7728,   0.0000,   2.7728,   0.0000,   0.0000,   4.2492,   0.0000,   4.2492,   0.0000,   0.0000,   3.7582,   0.0000,   3.7582,   0.0000,   0.0000,   3.8375,   0.0000,   3.8375,   0.3496,   0.1134,   0.0000,   0.0000,   0.2585,   0.0000,   0.0000,   3.1786,   0.0000,   3.1786,   0.0000,   0.0000,   4.2023,   0.0000,   4.2023,   0.3728,   0.0248,   1.8192,   0.3294,   0.6783,
   40,   3.4227,   0.0221,   0.0999,   0.0000,   0.0244,   0.0000,   0.0238,   0.0000,   0.2737,   0.2736,   3.4227,   0.5083,   0.9890,   0.0000,   0.9892,   3.4227,   0.0590,   0.8555,   0.0000,   0.8326,   0.0000,   0.0000,   1.2416,   0.0000,   1.2416,   0.0000,   0.0000,   1.8636,   0.0000,   1.8636,   0.0000,   0.0000,   2.3082,   0.0000,   2.3082,   0.0000,   0.0000,   0.5998,   0.9894,   0.8200,   0.0000,   0.1678,   0.5184,   0.0000,   0.4250,   0.0000,   0.3910,   0.8045,   0.5285,   0.7485,   0.0000,   0.0000,   1.5819,   0.0000,   1.5819,   0.0000,   0.0000,   2.7326,   0.0000,   2.7326,   0.0000,   0.0000,   4.1698,   0.0000,   4.1698,   0.0000,   0.0000,   3.6948,   0.0000,   3.6948,   0.0000,   0.0000,   3.7599,   0.0000,   3.7599,   0.3477,   0.1123,   0.0000,   0.0000,   0.2570,   0.0000,   0.0000,   3.1194,   0.0000,   3.1194,   0.0000,   0.0000,   4.1304,   0.0000,   4.1304,   0.3710,   0.0245,   1.7867,   0.3250,   0.6666,
   41,   3.4340,   0.0219,   0.0992,   0.0000,   0.0241,   0.0000,   0.0234,   0.0000,   0.2700,   0.2700,   3.4340,   0.5050,   0.9742,   0.0000,   0.9750,   3.4340,   0.0584,   0.8411,   0.0000,   0.8186,   0.0000,   0.0000,   1.2253,   0.0000,   1.2253,   0.0000,   0.0000,   1.8372,   0.0000,   1.8372,   0.0000,   0.0000,   2.2639,   0.0000,   2.2639,   0.0000,   0.0000,   0.5902,   0.9776,   0.8091,   0.0000,   0.1662,   0.5063,   0.0000,   0.4157,   0.0000,   0.3880,   0.7917,   0.5221,   0.7370,   0.0000,   0.0000,   1.5567,   0.0000,   1.5567,   0.0000,   0.0000,   2.6940,   0.0000,   2.6940,   0.0000,   0.0000,   4.0939,   0.0000,   4.0939,   0.0000,   0.0000,   3.6343,   0.0000,   3.6343,   0.0000,   0.0000,   3.6858,   0.0000,   3.6858,   0.3459,   0.1112,   0.0000,   0.0000,   0.2554,   0.0000,   0.0000,   3.0628,   0.0000,   3.0628,   0.0000,   0.0000,   4.0622,   0.0000,   4.0622,   0.3692,   0.0242,   1.7556,   0.3208,   0.6554,
   42,   3.4461,   0.0216,   0.0985,   0.0000,   0.0238,   0.0000,   0.0231,   0.0000,   0.2665,   0.2665,   3.4461,   0.5018,   0.9601,   0.0000,   0.9615,   3.4461,   0.0578,   0.8274,   0.0000,   0.8053,   0.0000,   0.0000,   1.2097,   0.0000,   1.2097,   0.0000,   0.0000,   1.8119,   0.0000,   1.8119,   0.0000,   0.0000,   2.2216,   0.0000,   2.2216,   0.0000,   0.0000,   0.5810,   0.9663,   0.7988,   0.0000,   0.1647,   0.4948,   0.0000,   0.4068,   0.0000,   0.3851,   0.7794,   0.5161,   0.7260,   0.0000,   0.0000,   1.5324,   0.0000,   1.5324,   0.0000,   0.0000,   2.6570,   0.0000,   2.6570,   0.0000,   0.0000,   4.0213,   0.0000,   4.0213,   0.0000,   0.0000,   3.5765,   0.0000,   3.5765,   0.0000,   0.0000,   3.6149,   0.0000,   3.6149,   0.3442,   0.1102,   0.0000,   0.0000,   0.2540,   0.0000,   0.0000,   3.0088,   0.0000,   3.0088,   0.0000,   0.0000,   3.9976,   0.0000,   3.9976,   0.3676,   0.0239,   1.7259,   0.3167,   0.6448,
   43,   3.4590,   0.0213,   0.0978,   0.0000,   0.0235,   0.0000,   0.0227,   0.0000,   0.2631,   0.2631,   3.4590,   0.4988,   0.9466,   0.0000,   0.9485,   3.4590,   0.0572,   0.8143,   0.0000,   0.7926,   0.0000,   0.0000,   1.1947,   0.0000,   1.1947,   0.0000,   0.0000,   1.7876,   0.0000,   1.7876,   0.0000,   0.0000,   2.1813,   0.0000,   2.1813,   0.0000,   0.0000,   0.5722,   0.9557,   0.7889,   0.0000,   0.1633,   0.4839,   0.0000,   0.3984,   0.0000,   0.3823,   0.7675,   0.5104,   0.7154,   0.0000,   0.0000,   1.5091,   0.0000,   1.5091,   0.0000,   0.0000,   2.6213,   0.0000,   2.6213,   0.0000,   0.0000,   3.9519,   0.0000,   3.9519,   0.0000,   0.0000,   3.5211,   0.0000,   3.5211,   0.0000,   0.0000,   3.5470,   0.0000,   3.5470,   0.3425,   0.1092,   0.0000,   0.0000,   0.2526,   0.0000,   0.0000,   2.9571,   0.0000,   2.9571,   0.0000,   0.0000,   3.9362,   0.0000,   3.9362,   0.3661,   0.0236,   1.6974,   0.3128,   0.6345,
   44,   3.4727,   0.0211,   0.0973,   0.0000,   0.0233,   0.0000,   0.0224,   0.0000,   0.2599,   0.2598,   3.4727,   0.4960,   0.9336,   0.0000,   0.9361,   3.4727,   0.0567,   0.8018,   0.0000,   0.7804,   0.0000,   0.0000,   1.1802,   0.0000,   1.1802,   0.0000,   0.0000,   1.7641,   0.0000,   1.7641,   0.0000,   0.0000,   2.1426,   0.0000,   2.1426,   0.0000,   0.0000,   0.5637,   0.9456,   0.7795,   0.0000,   0.1618,   0.4735,   0.0000,   0.3904,   0.0000,   0.3796,   0.7561,   0.5050,   0.7052,   0.0000,   0.0000,   1.4867,   0.0000,   1.4867,   0.0000,   0.0000,   2.5870,   0.0000,   2.5870,   0.0000,   0.0000,   3.8853,   0.0000,   3.8853,   0.0000,   0.0000,   3.4682,   0.0000,   3.4682,   0.0000,   0.0000,   3.4820,   0.0000,   3.4820,   0.3410,   0.1083,   0.0000,   0.0000,   0.2513,   0.0000,   0.0000,   2.9076,   0.0000,   2.9076,   0.0000,   0.0000,   3.8778,   0.0000,   3.8778,   0.3646,   0.0233,   1.6701,   0.3091,   0.6247,
   45,   3.4871,   0.0208,   0.0967,   0.0000,   0.0230,   0.0000,   0.0221,   0.0000,   0.2568,   0.2567,   3.4871,   0.4933,   0.9211,   0.0000,   0.9241,   3.4871,   0.0563,   0.7898,   0.0000,   0.7687,   0.0000,   0.0000,   1.1662,   0.0000,   1.1662,   0.0000,   0.0000,   1.7415,   0.0000,   1.7415,   0.0000,   0.0000,   2.1056,   0.0000,   2.1056,   0.0000,   0.0000,   0.5555,   0.9361,   0.7706,   0.0000,   0.1605,   0.4636,   0.0000,   0.3828,   0.0000,   0.3770,   0.7452,   0.5000,   0.6954,   0.0000,   0.0000,   1.4651,   0.0000,   1.4651,   0.0000,   0.0000,   2.5539,   0.0000,   2.5539,   0.0000,   0.0000,   3.8216,   0.0000,   3.8216,   0.0000,   0.0000,   3.4174,   0.0000,   3.4174,   0.0000,   0.0000,   3.4196,   0.0000,   3.4196,   0.3395,   0.1074,   0.0000,   0.0000,   0.2500,   0.0000,   0.0000,   2.8601,   0.0000,   2.8601,   0.0000,   0.0000,   3.8223,   0.0000,   3.8223,   0.3633,   0.0231,   1.6439,   0.3055,   0.6153,
   46,   3.5024,   0.0206,   0.0963,   0.0000,   0.0228,   0.0000,   0.0217,   0.0000,   0.2538,   0.2537,   3.5024,   0.4908,   0.9090,   0.0000,   0.9126,   3.5024,   0.0558,   0.7783,   0.0000,   0.7575,   0.0000,   0.0000,   1.1528,   0.0000,   1.1528,   0.0000,   0.0000,   1.7198,   0.0000,   1.7198,   0.0000,   0.0000,   2.0702,   0.0000,   2.0702,   0.0000,   0.0000,   0.5476,   0.9271,   0.7621,   0.0000,   0.1592,   0.4542,   0.0000,   0.3756,   0.0000,   0.3744,   0.7346,   0.4952,   0.6860,   0.0000,   0.0000,   1.4443,   0.0000,   1.4443,   0.0000,   0.0000,   2.5220,   0.0000,   2.5220,   0.0000,   0.0000,   3.7603,   0.0000,   3.7603,   0.0000,   0.0000,   3.3687,   0.0000,   3.3687,   0.0000,   0.0000,   3.3597,   0.0000,   3.3597,   0.3381,   0.1065,   0.0000,   0.0000,   0.2488,   0.0000,   0.0000,   2.8146,   0.0000,   2.8146,   0.0000,   0.0000,   3.7695,   0.0000,   3.7695,   0.3620,   0.0228,   1.6188,   0.3021,   0.6063,
   47,   3.5185,   0.0203,   0.0959,   0.0000,   0.0225,   0.0000,   0.0214,   0.0000,   0.2508,   0.2508,   3.5185,   0.4885,   0.8975,   0.0000,   0.9016,   3.5185,   0.0555,   0.7672,   0.0000,   0.7468,   0.0000,   0.0000,   1.1398,   0.0000,   1.1398,   0.0000,   0.0000,   1.6988,   0.0000,   1.6988,   0.0000,   0.0000,   2.0362,   0.0000,   2.0362,   0.0000,   0.0000,   0.5400,   0.9188,   0.7541,   0.0000,   0.1579,   0.4452,   0.0000,   0.3686,   0.0000,   0.3719,   0.7244,   0.4907,   0.6770,   0.0000,   0.0000,   1.4242,   0.0000,   1.4242,   0.0000,   0.0000,   2.4912,   0.0000,   2.4912,   0.0000,   0.0000,   3.7016,   0.0000,   3.7016,   0.0000,   0.0000,   3.3219,   0.0000,   3.3219,   0.0000,   0.0000,   3.3021,   0.0000,   3.3021,   0.3367,   0.1056,   0.0000,   0.0000,   0.2477,   0.0000,   0.0000,   2.7709,   0.0000,   2.7709,   0.0000,   0.0000,   3.7192,   0.0000,   3.7192,   0.3608,   0.0226,   1.5946,   0.2988,   0.5976,
   48,   3.5353,   0.0201,   0.0955,   0.0000,   0.0223,   0.0000,   0.0211,   0.0000,   0.2480,   0.2480,   3.5353,   0.4863,   0.8863,   0.0000,   0.8909,   3.5353,   0.0551,   0.7566,   0.0000,   0.7364,   0.0000,   0.0000,   1.1272,   0.0000,   1.1272,   0.0000,   0.0000,   1.6785,   0.0000,   1.6785,   0.0000,   0.0000,   2.0035,   0.0000,   2.0035,   0.0000,   0.0000,   0.5327,   0.9110,   0.7465,   0.0000,   0.1567,   0.4366,   0.0000,   0.3620,   0.0000,   0.3695,   0.7145,   0.4866,   0.6683,   0.0000,   0.0000,   1.4049,   0.0000,   1.4049,   0.0000,   0.0000,   2.4615,   0.0000,   2.4615,   0.0000,   0.0000,   3.6450,   0.0000,   3.6450,   0.0000,   0.0000,   3.2770,   0.0000,   3.2770,   0.0000,   0.0000,   3.2467,   0.0000,   3.2467,   0.3355,   0.1048,   0.0000,   0.0000,   0.2466,   0.0000,   0.0000,   2.7290,   0.0000,   2.7290,   0.0000,   0.0000,   3.6713,   0.0000,   3.6713,   0.3597,   0.0223,   1.5714,   0.2956,   0.5892,
   49,   3.5530,   0.0199,   0.0952,   0.0000,   0.0221,   0.0000,   0.0208,   0.0000,   0.2453,   0.2453,   3.5530,   0.4843,   0.8756,   0.0000,   0.8807,   3.5530,   0.0548,   0.7463,   0.0000,   0.7265,   0.0000,   0.0000,   1.1151,   0.0000,   1.1151,   0.0000,   0.0000,   1.6589,   0.0000,   1.6589,   0.0000,   0.0000,   1.9722,   0.0000,   1.9722,   0.0000,   0.0000,   0.5256,   0.9037,   0.7393,   0.0000,   0.1555,   0.4284,   0.0000,   0.3557,   0.0000,   0.3672,   0.7050,   0.4827,   0.6599,   0.0000,   0.0000,   1.3861,   0.0000,   1.3861,   0.0000,   0.0000,   2.4327,   0.0000,   2.4327,   0.0000,   0.0000,   3.5907,   0.0000,   3.5907,   0.0000,   0.0000,   3.2338,   0.0000,   3.2338,   0.0000,   0.0000,   3.1934,   0.0000,   3.1934,   0.3343,   0.1040,   0.0000,   0.0000,   0.2455,   0.0000,   0.0000,   2.6886,   0.0000,   2.6886,   0.0000,   0.0000,   3.6255,   0.0000,   3.6255,   0.3586,   0.0221,   1.5490,   0.2926,   0.5812,
   50,   3.5714,   0.0196,   0.0949,   0.0000,   0.0218,   0.0000,   0.0205,   0.0000,   0.2427,   0.2427,   3.5714,   0.4824,   0.8652,   0.0000,   0.8708,   3.5714,   0.0546,   0.7365,   0.0000,   0.7169,   0.0000,   0.0000,   1.1033,   0.0000,   1.1033,   0.0000,   0.0000,   1.6399,   0.0000,   1.6399,   0.0000,   0.0000,   1.9420,   0.0000,   1.9420,   0.0000,   0.0000,   0.5187,   0.8971,   0.7326,   0.0000,   0.1544,   0.4205,   0.0000,   0.3496,   0.0000,   0.3649,   0.6958,   0.4792,   0.6518,   0.0000,   0.0000,   1.3680,   0.0000,   1.3680,   0.0000,   0.0000,   2.4049,   0.0000,   2.4049,   0.0000,   0.0000,   3.5383,   0.0000,   3.5383,   0.0000,   0.0000,   3.1922,   0.0000,   3.1922,   0.0000,   0.0000,   3.1420,   0.0000,   3.1420,   0.3332,   0.1033,   0.0000,   0.0000,   0.2446,   0.0000,   0.0000,   2.6498,   0.0000,   2.6498,   0.0000,   0.0000,   3.5819,   0.0000,   3.5819,   0.3576,   0.0218,   1.5274,   0.2897,   0.5734,
   51,   3.5907,   0.0194,   0.0947,   0.0000,   0.0216,   0.0000,   0.0202,   0.0000,   0.2402,   0.2402,   3.5907,   0.4807,   0.8556,   0.0000,   0.8617,   3.5907,   0.0543,   0.7273,   0.0000,   0.7080,   0.0000,   0.0000,   1.0920,   0.0000,   1.0920,   0.0000,   0.0000,   1.6216,   0.0000,   1.6216,   0.0000,   0.0000,   1.9130,   0.0000,   1.9130,   0.0000,   0.0000,   0.5121,   0.8910,   0.7262,   0.0000,   0.1533,   0.4131,   0.0000,   0.3439,   0.0000,   0.3627,   0.6869,   0.4759,   0.6441,   0.0000,   0.0000,   1.3505,   0.0000,   1.3505,   0.0000,   0.0000,   2.3780,   0.0000,   2.3780,   0.0000,   0.0000,   3.4879,   0.0000,   3.4879,   0.0000,   0.0000,   3.1522,   0.0000,   3.1522,   0.0000,   0.0000,   3.1370,   0.0000,   3.1370,   0.3321,   0.1026,   0.0000,   0.0000,   0.2436,   0.0000,   0.0000,   2.6124,   0.0000,   2.6124,   0.0000,   0.0000,   3.5402,   0.0000,   3.5402,   0.3567,   0.0216,   1.5112,   0.2869,   0.5674,
   52,   3.6107,   0.0192,   0.0946,   0.0000,   0.0214,   0.0000,   0.0199,   0.0000,   0.2378,   0.2377,   3.6107,   0.4791,   0.8465,   0.0000,   0.8530,   3.6107,   0.0542,   0.7186,   0.0000,   0.6995,   0.0000,   0.0000,   1.0810,   0.0000,   1.0810,   0.0000,   0.0000,   1.6038,   0.0000,   1.6038,   0.0000,   0.0000,   1.8851,   0.0000,   1.8851,   0.0000,   0.0000,   0.5056,   0.8855,   0.7203,   0.0000,   0.1523,   0.4060,   0.0000,   0.3384,   0.0000,   0.3606,   0.6782,   0.4730,   0.6366,   0.0000,   0.0000,   1.3335,   0.0000,   1.3335,   0.0000,   0.0000,   2.3519,   0.0000,   2.3519,   0.0000,   0.0000,   3.4393,   0.0000,   3.4393,   0.0000,   0.0000,   3.1136,   0.0000,   3.1136,   0.0000,   0.0000,   3.1322,   0.0000,   3.1322,   0.3312,   0.1019,   0.0000,   0.0000,   0.2428,   0.0000,   0.0000,   2.5763,   0.0000,   2.5763,   0.0000,   0.0000,   3.5004,   0.0000,   3.5004,   0.3559,   0.0214,   1.4955,   0.2843,   0.5617,
   53,   3.6316,   0.0191,   0.0945,   0.0000,   0.0213,   0.0000,   0.0196,   0.0000,   0.2355,   0.2354,   3.6316,   0.4776,   0.8376,   0.0000,   0.8447,   3.6316,   0.0540,   0.7102,   0.0000,   0.6913,   0.0000,   0.0000,   1.0703,   0.0000,   1.0703,   0.0000,   0.0000,   1.5866,   0.0000,   1.5866,   0.0000,   0.0000,   1.8582,   0.0000,   1.8582,   0.0000,   0.0000,   0.4994,   0.8806,   0.7148,   0.0000,   0.1513,   0.3992,   0.0000,   0.3332,   0.0000,   0.3585,   0.6699,   0.4703,   0.6294,   0.0000,   0.0000,   1.3171,   0.0000,   1.3171,   0.0000,   0.0000,   2.3266,   0.0000,   2.3266,   0.0000,   0.0000,   3.3924,   0.0000,   3.3924,   0.0000,   0.0000,   3.0764,   0.0000,   3.0764,   0.0000,   0.0000,   3.1276,   0.0000,   3.1276,   0.3302,   0.1012,   0.0000,   0.0000,   0.2420,   0.0000,   0.0000,   2.5416,   0.0000,   2.5416,   0.0000,   0.0000,   3.4623,   0.0000,   3.4623,   0.3552,   0.0212,   1.4805,   0.2818,   0.5562,
   54,   3.6532,   0.0190,   0.0944,   0.0000,   0.0212,   0.0000,   0.0193,   0.0000,   0.2332,   0.2332,   3.6532,   0.4763,   0.8291,   0.0000,   0.8366,   3.6532,   0.0539,   0.7021,   0.0000,   0.6835,   0.0000,   0.0000,   1.0599,   0.0000,   1.0599,   0.0000,   0.0000,   1.5699,   0.0000,   1.5699,   0.0000,   0.0000,   1.8322,   0.0000,   1.8322,   0.0000,   0.0000,   0.4934,   0.8762,   0.7097,   0.0000,   0.1504,   0.3927,   0.0000,   0.3281,   0.0000,   0.3564,   0.6618,   0.4680,   0.6224,   0.0000,   0.0000,   1.3012,   0.0000,   1.3012,   0.0000,   0.0000,   2.3021,   0.0000,   2.3021,   0.0000,   0.0000,   3.3472,   0.0000,   3.3472,   0.0000,   0.0000,   3.0406,   0.0000,   3.0406,   0.0000,   0.0000,   3.1231,   0.0000,   3.1231,   0.3294,   0.1006,   0.0000,   0.0000,   0.2412,   0.0000,   0.0000,   2.5081,   0.0000,   2.5081,   0.0000,   0.0000,   3.4259,   0.0000,   3.4259,   0.3545,   0.0211,   1.4659,   0.2794,   0.5509,
   55,   3.6756,   0.0188,   0.0944,   0.0000,   0.0211,   0.0000,   0.0191,   0.0000,   0.2310,   0.2310,   3.6756,   0.4751,   0.8209,   0.0000,   0.8289,   3.6756,   0.0539,   0.6943,   0.0000,   0.6759,   0.0000,   0.0000,   1.0499,   0.0000,   1.0499,   0.0000,   0.0000,   1.5537,   0.0000,   1.5537,   0.0000,   0.0000,   1.8072,   0.0000,   1.8072,   0.0000,   0.0000,   0.4875,   0.8724,   0.7051,   0.0000,   0.1495,   0.3864,   0.0000,   0.3233,   0.0000,   0.3544,   0.6539,   0.4660,   0.6158,   0.0000,   0.0000,   1.2857,   0.0000,   1.2857,   0.0000,   0.0000,   2.2782,   0.0000,   2.2782,   0.0000,   0.0000,   3.3034,   0.0000,   3.3034,   0.0000,   0.0000,   3.0059,   0.0000,   3.0059,   0.0000,   0.0000,   3.1188,   0.0000,   3.1188,   0.3286,   0.1000,   0.0000,   0.0000,   0.2405,   0.0000,   0.0000,   2.4757,   0.0000,   2.4757,   0.0000,   0.0000,   3.3911,   0.0000,   3.3911,   0.3539,   0.0210,   1.4518,   0.2771,   0.5457,
   56,   3.6988,   0.0187,   0.0945,   0.0000,   0.0209,   0.0000,   0.0188,   0.0000,   0.2289,   0.2289,   3.6988,   0.4741,   0.8131,   0.0000,   0.8215,   3.6988,   0.0538,   0.6868,   0.0000,   0.6686,   0.0000,   0.0000,   1.0401,   0.0000,   1.0401,   0.0000,   0.0000,   1.5380,   0.0000,   1.5380,   0.0000,   0.0000,   1.7830,   0.0000,   1.7830,   0.0000,   0.0000,   0.4818,   0.8692,   0.7008,   0.0000,   0.1486,   0.3804,   0.0000,   0.3187,   0.0000,   0.3525,   0.6463,   0.4643,   0.6093,   0.0000,   0.0000,   1.2707,   0.0000,   1.2707,   0.0000,   0.0000,   2.2551,   0.0000,   2.2551,   0.0000,   0.0000,   3.2612,   0.0000,   3.2612,   0.0000,   0.0000,   2.9725,   0.0000,   2.9725,   0.0000,   0.0000,   3.1146,   0.0000,   3.1146,   0.3279,   0.0994,   0.0000,   0.0000,   0.2398,   0.0000,   0.0000,   2.4445,   0.0000,   2.4445,   0.0000,   0.0000,   3.3577,   0.0000,   3.3577,   0.3534,   0.0208,   1.4382,   0.2749,   0.5408,
   57,   3.7229,   0.0186,   0.0946,   0.0000,   0.0208,   0.0000,   0.0185,   0.0000,   0.2269,   0.2268,   3.7229,   0.4732,   0.8055,   0.0000,   0.8144,   3.7229,   0.0539,   0.6796,   0.0000,   0.6616,   0.0000,   0.0000,   1.0306,   0.0000,   1.0306,   0.0000,   0.0000,   1.5227,   0.0000,   1.5227,   0.0000,   0.0000,   1.7597,   0.0000,   1.7597,   0.0000,   0.0000,   0.4763,   0.8666,   0.6969,   0.0000,   0.1478,   0.3747,   0.0000,   0.3142,   0.0000,   0.3506,   0.6389,   0.4628,   0.6031,   0.0000,   0.0000,   1.2562,   0.0000,   1.2562,   0.0000,   0.0000,   2.2327,   0.0000,   2.2327,   0.0000,   0.0000,   3.2203,   0.0000,   3.2203,   0.0000,   0.0000,   2.9402,   0.0000,   2.9402,   0.0000,   0.0000,   3.1105,   0.0000,   3.1105,   0.3272,   0.0989,   0.0000,   0.0000,   0.2392,   0.0000,   0.0000,   2.4143,   0.0000,   2.4143,   0.0000,   0.0000,   3.3258,   0.0000,   3.3258,   0.3529,   0.0207,   1.4251,   0.2728,   0.5360,
   58,   3.7477,   0.0185,   0.0947,   0.0000,   0.0207,   0.0000,   0.0183,   0.0000,   0.2249,   0.2249,   3.7477,   0.4724,   0.7982,   0.0000,   0.8075,   3.7477,   0.0539,   0.6727,   0.0000,   0.6549,   0.0000,   0.0000,   1.0214,   0.0000,   1.0214,   0.0000,   0.0000,   1.5078,   0.0000,   1.5078,   0.0000,   0.0000,   1.7371,   0.0000,   1.7371,   0.0000,   0.0000,   0.4709,   0.8645,   0.6933,   0.0000,   0.1470,   0.3691,   0.0000,   0.3100,   0.0000,   0.3488,   0.6317,   0.4617,   0.5972,   0.0000,   0.0000,   1.2420,   0.0000,   1.2420,   0.0000,   0.0000,   2.2108,   0.0000,   2.2108,   0.0000,   0.0000,   3.1808,   0.0000,   3.1808,   0.0000,   0.0000,   2.9089,   0.0000,   2.9089,   0.0000,   0.0000,   3.1066,   0.0000,   3.1066,   0.3267,   0.0984,   0.0000,   0.0000,   0.2387,   0.0000,   0.0000,   2.3850,   0.0000,   2.3850,   0.0000,   0.0000,   3.2952,   0.0000,   3.2952,   0.3525,   0.0206,   1.4123,   0.2708,   0.5314,
   59,   3.7733,   0.0184,   0.0950,   0.0000,   0.0206,   0.0000,   0.0180,   0.0000,   0.2230,   0.2230,   3.7733,   0.4718,   0.7912,   0.0000,   0.8010,   3.7733,   0.0540,   0.6660,   0.0000,   0.6484,   0.0000,   0.0000,   1.0124,   0.0000,   1.0124,   0.0000,   0.0000,   1.4934,   0.0000,   1.4934,   0.0000,   0.0000,   1.7153,   0.0000,   1.7153,   0.0000,   0.0000,   0.4657,   0.8629,   0.6902,   0.0000,   0.1463,   0.3638,   0.0000,   0.3059,   0.0000,   0.3470,   0.6247,   0.4609,   0.5914,   0.0000,   0.0000,   1.2283,   0.0000,   1.2283,   0.0000,   0.0000,   2.1896,   0.0000,   2.1896,   0.0000,   0.0000,   3.1425,   0.0000,   3.1425,   0.0000,   0.0000,   2.8787,   0.0000,   2.8787,   0.0000,   0.0000,   3.1028,   0.0000,   3.1028,   0.3261,   0.0979,   0.0000,   0.0000,   0.2381,   0.0000,   0.0000,   2.3568,   0.0000,   2.3568,   0.0000,   0.0000,   3.2658,   0.0000,   3.2658,   0.3522,   0.0205,   1.4000,   0.2690,   0.5269,
