Speed,PC,PC,PC,PC,PC,TAXI,TAXI,TAXI,TAXI,TAXI,LGV3,LGV3,LGV3,LGV3,LGV3,LGV4,LGV4,LGV4,LGV4,LGV4,LGV6,LGV6,LGV6,LGV6,LGV6,HGV7,HGV7,HGV7,HGV7,HGV7,HGV8,HGV8,HGV8,HGV8,HGV8,PLB,PLB,PLB,PLB,PLB,PV4,PV4,PV4,PV4,PV4,PV5,PV5,PV5,PV5,PV5,NFB6,NFB6,NFB6,NFB6,NFB6,NFB7,NFB7,NFB7,NFB7,NFB7,NFB8,NFB8,NFB8,NFB8,NFB8,FBSD,FBSD,FBSD,FBSD,FBSD,FBDD,FBDD,FBDD,FBDD,FBDD,MC,MC,MC,MC,MC,HGV9,HGV9,HGV9,HGV9,HGV9,NFB9,NFB9,NFB9,NFB9,NFB9,ALL,ALL,ALL,ALL,ALL,
km/hr,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,

   21, 395.6145, 395.6145, 222.3379,   0.0000, 392.5974,   0.0000, 395.6145,   0.0000, 356.5950, 356.6034, 395.6145, 714.2436, 389.7818,   0.0000, 401.2555, 395.6145, 736.2511, 389.7819,   0.0000, 399.7604,   0.0000,   0.0000, 511.7054,   0.0000, 511.7053,   0.0000,   0.0000, 593.1874,   0.0000, 593.1874,   0.0000,   0.0000,1213.2828,   0.0000,1213.2828,   0.0000,   0.0000, 593.5583, 639.9725, 619.7891,   0.0000, 736.2511, 299.7900,   0.0000, 416.0931,   0.0000, 763.2513, 593.5585, 639.9725, 603.1204,   0.0000,   0.0000, 653.9620,   0.0000, 653.9620,   0.0000,   0.0000, 822.5414,   0.0000, 822.5414,   0.0000,   0.0000,1288.2102,   0.0000,1288.2102,   0.0000,   0.0000,1351.6254,   0.0000,1351.6254,   0.0000,   0.0000,1729.6501,   0.0000,1729.6501, 199.6680, 208.4733,   0.0000,   0.0000, 203.0623,   0.0000,   0.0000,1213.2830,   0.0000,1213.2830,   0.0000,   0.0000,1288.2102,   0.0000,1288.2102, 201.1480, 393.8568, 791.5248, 378.2208, 516.6774,
   22, 384.1526, 384.1526, 221.3898,   0.0000, 381.3185,   0.0000, 384.1526,   0.0000, 347.1570, 347.1649, 384.1526, 693.5504, 382.2435,   0.0000, 393.2260, 384.1526, 714.9202, 382.2436,   0.0000, 391.8248,   0.0000,   0.0000, 504.6840,   0.0000, 504.6840,   0.0000,   0.0000, 584.1343,   0.0000, 584.1343,   0.0000,   0.0000,1192.5226,   0.0000,1192.5226,   0.0000,   0.0000, 584.5920, 623.0345, 606.3176,   0.0000, 714.9202, 299.7900,   0.0000, 410.4091,   0.0000, 743.0504, 584.5920, 623.0344, 592.5379,   0.0000,   0.0000, 642.2134,   0.0000, 642.2134,   0.0000,   0.0000, 804.7445,   0.0000, 804.7445,   0.0000,   0.0000,1258.6097,   0.0000,1258.6097,   0.0000,   0.0000,1318.6598,   0.0000,1318.6598,   0.0000,   0.0000,1686.3253,   0.0000,1686.3253, 194.0391, 202.4333,   0.0000,   0.0000, 197.2749,   0.0000,   0.0000,1192.5229,   0.0000,1192.5229,   0.0000,   0.0000,1258.6099,   0.0000,1258.6099, 195.4751, 382.4460, 776.4757, 368.2104, 504.4739,
   23, 373.2372, 373.2373, 220.4874,   0.0000, 370.5775,   0.0000, 373.2372,   0.0000, 338.3722, 338.3796, 373.2372, 673.8435, 375.1767,   0.0000, 385.6867, 373.2372, 694.6062, 375.1767,   0.0000, 384.3763,   0.0000,   0.0000, 498.0648,   0.0000, 498.0648,   0.0000,   0.0000, 575.6128,   0.0000, 575.6128,   0.0000,   0.0000,1173.0172,   0.0000,1173.0172,   0.0000,   0.0000, 576.1509, 607.2684, 593.7368,   0.0000, 694.6060, 299.7900,   0.0000, 404.9960,   0.0000, 724.2473, 576.1509, 607.2684, 582.6118,   0.0000,   0.0000, 631.1843,   0.0000, 631.1843,   0.0000,   0.0000, 788.0991,   0.0000, 788.0991,   0.0000,   0.0000,1230.9609,   0.0000,1230.9609,   0.0000,   0.0000,1286.5160,   0.0000,1286.5160,   0.0000,   0.0000,1645.9409,   0.0000,1645.9409, 188.6719, 196.6813,   0.0000,   0.0000, 191.7594,   0.0000,   0.0000,1173.0175,   0.0000,1173.0175,   0.0000,   0.0000,1230.9612,   0.0000,1230.9612, 190.0660, 371.5791, 762.3701, 358.8928, 492.9715,
   24, 362.8403, 362.8403, 219.6290,   0.0000, 360.3466,   0.0000, 362.8403,   0.0000, 330.1696, 330.1766, 362.8403, 655.0731, 368.5332,   0.0000, 378.5894, 362.8403, 675.2573, 368.5332,   0.0000, 377.3668,   0.0000,   0.0000, 491.8089,   0.0000, 491.8088,   0.0000,   0.0000, 567.5705,   0.0000, 567.5705,   0.0000,   0.0000,1154.6414,   0.0000,1154.6414,   0.0000,   0.0000, 568.1833, 592.5475, 581.9526,   0.0000, 675.2573, 299.7900,   0.0000, 399.8402,   0.0000, 706.6907, 568.1834, 592.5475, 573.2751,   0.0000,   0.0000, 620.8021,   0.0000, 620.8021,   0.0000,   0.0000, 772.4849,   0.0000, 772.4849,   0.0000,   0.0000,1205.0586,   0.0000,1205.0586,   0.0000,   0.0000,1255.1940,   0.0000,1255.1940,   0.0000,   0.0000,1608.1823,   0.0000,1608.1824, 183.5532, 191.2026,   0.0000,   0.0000, 186.5019,   0.0000,   0.0000,1154.6416,   0.0000,1154.6416,   0.0000,   0.0000,1205.0587,   0.0000,1205.0587, 184.9074, 361.2285, 749.1113, 350.1928, 482.1101,
   25, 352.9358, 352.9358, 218.8129,   0.0000, 350.6004,   0.0000, 352.9358,   0.0000, 322.4889, 322.4954, 352.9358, 637.1912, 362.2715,   0.0000, 371.8925, 352.9358, 656.8246, 362.2715,   0.0000, 370.7545,   0.0000,   0.0000, 485.8821,   0.0000, 485.8821,   0.0000,   0.0000, 559.9622,   0.0000, 559.9622,   0.0000,   0.0000,1137.2863,   0.0000,1137.2863,   0.0000,   0.0000, 560.6446, 578.7629, 570.8841,   0.0000, 656.8245, 299.7900,   0.0000, 394.9284,   0.0000, 690.2510, 560.6447, 578.7631, 564.4700,   0.0000,   0.0000, 611.0043,   0.0000, 611.0043,   0.0000,   0.0000, 757.7986,   0.0000, 757.7986,   0.0000,   0.0000,1180.7261,   0.0000,1180.7261,   0.0000,   0.0000,1224.6940,   0.0000,1224.6940,   0.0000,   0.0000,1572.7792,   0.0000,1572.7792, 178.6705, 185.9833,   0.0000,   0.0000, 181.4894,   0.0000,   0.0000,1137.2866,   0.0000,1137.2866,   0.0000,   0.0000,1180.7261,   0.0000,1180.7261, 179.9868, 351.3680, 736.6163, 342.0463, 471.8374,
   26, 343.4989, 343.4989, 218.0372,   0.0000, 341.3143,   0.0000, 343.4989,   0.0000, 315.2777, 315.2838, 343.4989, 620.1539, 356.3555,   0.0000, 365.5598, 343.4989, 639.2623, 356.3555,   0.0000, 364.5031,   0.0000,   0.0000, 480.2552,   0.0000, 480.2552,   0.0000,   0.0000, 552.7484,   0.0000, 552.7484,   0.0000,   0.0000,1120.8573,   0.0000,1120.8573,   0.0000,   0.0000, 553.4958, 565.8214, 560.4615,   0.0000, 639.2621, 299.7900,   0.0000, 390.2486,   0.0000, 674.8163, 553.4959, 565.8214, 556.1468,   0.0000,   0.0000, 601.7366,   0.0000, 601.7366,   0.0000,   0.0000, 743.9518,   0.0000, 743.9518,   0.0000,   0.0000,1157.8107,   0.0000,1157.8107,   0.0000,   0.0000,1195.0154,   0.0000,1195.0154,   0.0000,   0.0000,1539.4995,   0.0000,1539.4995, 174.0122, 181.0104,   0.0000,   0.0000, 176.7099,   0.0000,   0.0000,1120.8577,   0.0000,1120.8577,   0.0000,   0.0000,1157.8107,   0.0000,1157.8107, 175.2924, 341.9731, 724.8131, 334.3978, 462.1069,
   27, 334.5064, 334.5064, 217.3005,   0.0000, 332.4655,   0.0000, 334.5064,   0.0000, 308.4911, 308.4966, 334.5064, 603.9189, 350.7541,   0.0000, 359.5598, 334.5064, 622.5270, 350.7541,   0.0000, 358.5808,   0.0000,   0.0000, 474.9021,   0.0000, 474.9021,   0.0000,   0.0000, 545.8947,   0.0000, 545.8947,   0.0000,   0.0000,1105.2729,   0.0000,1105.2729,   0.0000,   0.0000, 546.7028, 553.6415, 550.6241,   0.0000, 622.5269, 299.7900,   0.0000, 385.7892,   0.0000, 660.2902, 546.7029, 553.6415, 548.2615,   0.0000,   0.0000, 592.9512,   0.0000, 592.9512,   0.0000,   0.0000, 730.8666,   0.0000, 730.8666,   0.0000,   0.0000,1136.1803,   0.0000,1136.1803,   0.0000,   0.0000,1166.1588,   0.0000,1166.1588,   0.0000,   0.0000,1508.1405,   0.0000,1508.1405, 169.5675, 176.2717,   0.0000,   0.0000, 172.1519,   0.0000,   0.0000,1105.2733,   0.0000,1105.2733,   0.0000,   0.0000,1136.1804,   0.0000,1136.1804, 170.8134, 333.0206, 713.6387, 327.1996, 452.8775,
   28, 325.9366, 325.9366, 216.6014,   0.0000, 324.0328,   0.0000, 325.9365,   0.0000, 302.0894, 302.0945, 325.9366, 588.4468, 345.4398,   0.0000, 353.8647, 325.9365, 606.5782, 345.4398,   0.0000, 352.9603,   0.0000,   0.0000, 469.8003,   0.0000, 469.8002,   0.0000,   0.0000, 539.3707,   0.0000, 539.3707,   0.0000,   0.0000,1090.4603,   0.0000,1090.4603,   0.0000,   0.0000, 540.2360, 542.1528, 541.3192,   0.0000, 606.5782, 299.7900,   0.0000, 381.5394,   0.0000, 646.5884, 540.2360, 542.1528, 540.7764,   0.0000,   0.0000, 584.6070,   0.0000, 584.6070,   0.0000,   0.0000, 718.4750,   0.0000, 718.4750,   0.0000,   0.0000,1115.7192,   0.0000,1115.7192,   0.0000,   0.0000,1138.1238,   0.0000,1138.1238,   0.0000,   0.0000,1478.5267,   0.0000,1478.5266, 165.3260, 171.7558,   0.0000,   0.0000, 167.8046,   0.0000,   0.0000,1090.4604,   0.0000,1090.4604,   0.0000,   0.0000,1115.7191,   0.0000,1115.7191, 166.5391, 324.4889, 703.0386, 320.4097, 444.1126,
   29, 317.7688, 317.7688, 215.9384,   0.0000, 315.9957,   0.0000, 317.7688,   0.0000, 296.0385, 296.0432, 317.7688, 573.7007, 340.3882,   0.0000, 348.4495, 317.7688, 591.3777, 340.3883,   0.0000, 347.6164,   0.0000,   0.0000, 464.9293,   0.0000, 464.9293,   0.0000,   0.0000, 533.1494,   0.0000, 533.1494,   0.0000,   0.0000,1076.3557,   0.0000,1076.3557,   0.0000,   0.0000, 534.0685, 531.2932, 532.5001,   0.0000, 591.3777, 299.7900,   0.0000, 377.4889,   0.0000, 633.6370, 534.0685, 531.2932, 533.6574,   0.0000,   0.0000, 576.6669,   0.0000, 576.6669,   0.0000,   0.0000, 706.7173,   0.0000, 706.7173,   0.0000,   0.0000,1096.3253,   0.0000,1096.3253,   0.0000,   0.0000,1110.9106,   0.0000,1110.9106,   0.0000,   0.0000,1450.5037,   0.0000,1450.5038, 161.2780, 167.4516,   0.0000,   0.0000, 163.6578,   0.0000,   0.0000,1076.3560,   0.0000,1076.3560,   0.0000,   0.0000,1096.3254,   0.0000,1096.3254, 162.4600, 316.3575, 692.9640, 313.9919, 435.7795,
   30, 309.9838, 309.9838, 215.3103,   0.0000, 308.3353,   0.0000, 309.9838,   0.0000, 290.3079, 290.3121, 309.9838, 559.6456, 335.5782,   0.0000, 343.2927, 309.9838, 576.8895, 335.5782,   0.0000, 342.5275,   0.0000,   0.0000, 460.2716,   0.0000, 460.2716,   0.0000,   0.0000, 527.2074,   0.0000, 527.2074,   0.0000,   0.0000,1062.9026,   0.0000,1062.9026,   0.0000,   0.0000, 528.1771, 521.0086, 524.1258,   0.0000, 576.8895, 299.7900,   0.0000, 373.6283,   0.0000, 621.3712, 528.1772, 521.0085, 526.8752,   0.0000,   0.0000, 569.0983,   0.0000, 569.0983,   0.0000,   0.0000, 695.5411,   0.0000, 695.5411,   0.0000,   0.0000,1077.9094,   0.0000,1077.9094,   0.0000,   0.0000,1084.5194,   0.0000,1084.5194,   0.0000,   0.0000,1423.9355,   0.0000,1423.9355, 157.4142, 163.3492,   0.0000,   0.0000, 159.7021,   0.0000,   0.0000,1062.9028,   0.0000,1062.9028,   0.0000,   0.0000,1077.9094,   0.0000,1077.9094, 158.5667, 308.6071, 683.3723, 307.9137, 427.8486,
   31, 302.5632, 302.5632, 214.7159,   0.0000, 301.0336,   0.0000, 302.5632,   0.0000, 284.8707, 284.8745, 302.5632, 546.2485, 330.9905,   0.0000, 338.3747, 302.5632, 563.0796, 330.9906,   0.0000, 337.6742,   0.0000,   0.0000, 455.8109,   0.0000, 455.8109,   0.0000,   0.0000, 521.5229,   0.0000, 521.5229,   0.0000,   0.0000,1050.0508,   0.0000,1050.0508,   0.0000,   0.0000, 522.5406, 511.2506, 516.1601,   0.0000, 563.0796, 299.7900,   0.0000, 369.9483,   0.0000, 609.7335, 522.5408, 511.2506, 520.4030,   0.0000,   0.0000, 561.8725,   0.0000, 561.8725,   0.0000,   0.0000, 684.8998,   0.0000, 684.8998,   0.0000,   0.0000,1060.3917,   0.0000,1060.3917,   0.0000,   0.0000,1062.8453,   0.0000,1062.8453,   0.0000,   0.0000,1398.7012,   0.0000,1398.7012, 153.7262, 159.4389,   0.0000,   0.0000, 155.9283,   0.0000,   0.0000,1050.0509,   0.0000,1050.0509,   0.0000,   0.0000,1060.3917,   0.0000,1060.3917, 154.8504, 301.2197, 674.2404, 302.1467, 420.2981,
   32, 295.4901, 295.4900, 214.1540,   0.0000, 294.0738,   0.0000, 295.4900,   0.0000, 279.7032, 279.7066, 295.4901, 533.4786, 326.6084,   0.0000, 333.6780, 295.4900, 549.9163, 326.6084,   0.0000, 333.0390,   0.0000,   0.0000, 451.5331,   0.0000, 451.5331,   0.0000,   0.0000, 516.0778,   0.0000, 516.0778,   0.0000,   0.0000,1037.7551,   0.0000,1037.7551,   0.0000,   0.0000, 517.1404, 501.9767, 508.5706,   0.0000, 549.9162, 299.7900,   0.0000, 366.4407,   0.0000, 598.6731, 517.1405, 501.9767, 514.2171,   0.0000,   0.0000, 554.9637,   0.0000, 554.9637,   0.0000,   0.0000, 674.7513,   0.0000, 674.7513,   0.0000,   0.0000,1043.7014,   0.0000,1043.7014,   0.0000,   0.0000,1053.6614,   0.0000,1053.6614,   0.0000,   0.0000,1374.6945,   0.0000,1374.6945, 150.2057, 155.7116,   0.0000,   0.0000, 152.3282,   0.0000,   0.0000,1037.7552,   0.0000,1037.7552,   0.0000,   0.0000,1043.7015,   0.0000,1043.7015, 151.3031, 294.1779, 665.5637, 296.6659, 413.1134,
   33, 288.7480, 288.7480, 213.6236,   0.0000, 287.4400,   0.0000, 288.7480,   0.0000, 274.7842, 274.7872, 288.7480, 521.3065, 322.4164,   0.0000, 329.1868, 288.7480, 537.3691, 322.4164,   0.0000, 328.6064,   0.0000,   0.0000, 447.4252,   0.0000, 447.4252,   0.0000,   0.0000, 510.8542,   0.0000, 510.8542,   0.0000,   0.0000,1025.9751,   0.0000,1025.9751,   0.0000,   0.0000, 511.9597, 493.1487, 501.3288,   0.0000, 537.3691, 299.7900,   0.0000, 363.0974,   0.0000, 588.1445, 511.9598, 493.1487, 508.2968,   0.0000,   0.0000, 548.3484,   0.0000, 548.3484,   0.0000,   0.0000, 665.0588,   0.0000, 665.0588,   0.0000,   0.0000,1027.7758,   0.0000,1027.7758,   0.0000,   0.0000,1044.6412,   0.0000,1044.6412,   0.0000,   0.0000,1351.8199,   0.0000,1351.8199, 146.8452, 152.1589,   0.0000,   0.0000, 148.8935,   0.0000,   0.0000,1025.9753,   0.0000,1025.9753,   0.0000,   0.0000,1027.7756,   0.0000,1027.7756, 147.9170, 287.4660, 657.2654, 291.4485, 406.2575,
   34, 282.3220, 282.3220, 213.1237,   0.0000, 281.1171,   0.0000, 282.3220,   0.0000, 270.0948, 270.0974, 282.3220, 509.7050, 318.4010,   0.0000, 324.8871, 282.3220, 525.4102, 318.4010,   0.0000, 324.3622,   0.0000,   0.0000, 443.4758,   0.0000, 443.4758,   0.0000,   0.0000, 505.8372,   0.0000, 505.8372,   0.0000,   0.0000,1014.6746,   0.0000,1014.6746,   0.0000,   0.0000, 506.9833, 484.7327, 494.4084,   0.0000, 525.4102, 299.7900,   0.0000, 359.9106,   0.0000, 578.1073, 506.9834, 484.7326, 502.6227,   0.0000,   0.0000, 542.0060,   0.0000, 542.0060,   0.0000,   0.0000, 655.7887,   0.0000, 655.7887,   0.0000,   0.0000,1012.5576,   0.0000,1012.5576,   0.0000,   0.0000,1035.7854,   0.0000,1035.7854,   0.0000,   0.0000,1329.9922,   0.0000,1329.9922, 143.6373, 148.7726,   0.0000,   0.0000, 145.6169,   0.0000,   0.0000,1014.6749,   0.0000,1014.6749,   0.0000,   0.0000,1012.5577,   0.0000,1012.5577, 144.6848, 281.0686, 649.3179, 286.4747, 399.7102,
   35, 276.1976, 276.1976, 212.6532,   0.0000, 275.0912,   0.0000, 276.1976,   0.0000, 265.6179, 265.6201, 276.1976, 498.6480, 314.5499,   0.0000, 320.7661, 276.1976, 514.0125, 314.5499,   0.0000, 320.2936,   0.0000,   0.0000, 439.6743,   0.0000, 439.6743,   0.0000,   0.0000, 501.0128,   0.0000, 501.0128,   0.0000,   0.0000,1003.8210,   0.0000,1003.8210,   0.0000,   0.0000, 502.1975, 476.6981, 487.7866,   0.0000, 514.0125, 299.7900,   0.0000, 356.8736,   0.0000, 568.5250, 502.1975, 476.6980, 497.1779,   0.0000,   0.0000, 535.9178,   0.0000, 535.9178,   0.0000,   0.0000, 646.9111,   0.0000, 646.9111,   0.0000,   0.0000, 997.9963,   0.0000, 997.9963,   0.0000,   0.0000,1027.0929,   0.0000,1027.0929,   0.0000,   0.0000,1309.1343,   0.0000,1309.1343, 140.5753, 145.5453,   0.0000,   0.0000, 142.4911,   0.0000,   0.0000,1003.8211,   0.0000,1003.8210,   0.0000,   0.0000, 997.9964,   0.0000, 997.9965, 141.5997, 274.9714, 641.6970, 281.7263, 393.4533,
   36, 270.3615, 270.3615, 212.2115,   0.0000, 269.3489,   0.0000, 270.3614,   0.0000, 261.3383, 261.3402, 270.3615, 488.1113, 310.8519,   0.0000, 316.8121, 270.3614, 503.1512, 310.8519,   0.0000, 316.3893,   0.0000,   0.0000, 436.0109,   0.0000, 436.0109,   0.0000,   0.0000, 496.3684,   0.0000, 496.3684,   0.0000,   0.0000, 993.3842,   0.0000, 993.3842,   0.0000,   0.0000, 497.5897, 469.0175, 481.4422,   0.0000, 503.1511, 299.7900,   0.0000, 353.9793,   0.0000, 559.3650, 497.5898, 469.0174, 491.9469,   0.0000,   0.0000, 530.0666,   0.0000, 530.0666,   0.0000,   0.0000, 638.3985,   0.0000, 638.3985,   0.0000,   0.0000, 984.0459,   0.0000, 984.0459,   0.0000,   0.0000,1018.5647,   0.0000,1018.5647,   0.0000,   0.0000,1289.1779,   0.0000,1289.1779, 137.6527, 142.4698,   0.0000,   0.0000, 139.5096,   0.0000,   0.0000, 993.3845,   0.0000, 993.3845,   0.0000,   0.0000, 984.0461,   0.0000, 984.0461, 138.6551, 269.1612, 634.3803, 277.1871, 387.4701,
   37, 264.8006, 264.8006, 211.7975,   0.0000, 263.8777,   0.0000, 264.8006,   0.0000, 257.2420, 257.2436, 264.8006, 478.0718, 307.2969,   0.0000, 313.0144, 264.8006, 492.8023, 307.2969,   0.0000, 312.6386,   0.0000,   0.0000, 432.4772,   0.0000, 432.4772,   0.0000,   0.0000, 491.8925,   0.0000, 491.8925,   0.0000,   0.0000, 983.3376,   0.0000, 983.3376,   0.0000,   0.0000, 493.1488, 461.6661, 475.3564,   0.0000, 492.8022, 299.7900,   0.0000, 351.2216,   0.0000, 550.5973, 493.1489, 461.6660, 486.9157,   0.0000,   0.0000, 524.4369,   0.0000, 524.4369,   0.0000,   0.0000, 630.2268,   0.0000, 630.2268,   0.0000,   0.0000, 970.6649,   0.0000, 970.6650,   0.0000,   0.0000,1010.2002,   0.0000,1010.2002,   0.0000,   0.0000,1270.0598,   0.0000,1270.0598, 134.8636, 139.5395,   0.0000,   0.0000, 136.6661,   0.0000,   0.0000, 983.3378,   0.0000, 983.3378,   0.0000,   0.0000, 970.6650,   0.0000, 970.6651, 135.8450, 263.6252, 627.3477, 272.8425, 381.7451,
   38, 259.5032, 259.5032, 211.4107,   0.0000, 258.6658,   0.0000, 259.5032,   0.0000, 253.3167, 253.3180, 259.5032, 468.5078, 303.8758,   0.0000, 309.3636, 259.5032, 482.9436, 303.8758,   0.0000, 309.0321,   0.0000,   0.0000, 429.0653,   0.0000, 429.0653,   0.0000,   0.0000, 487.5749,   0.0000, 487.5749,   0.0000,   0.0000, 973.6566,   0.0000, 973.6566,   0.0000,   0.0000, 488.8645, 454.6213, 469.5121,   0.0000, 482.9435, 299.7901,   0.0000, 348.5947,   0.0000, 542.1956, 488.8645, 454.6212, 482.0713,   0.0000,   0.0000, 519.0150,   0.0000, 519.0150,   0.0000,   0.0000, 622.3734,   0.0000, 622.3734,   0.0000,   0.0000, 957.8155,   0.0000, 957.8155,   0.0000,   0.0000,1001.9997,   0.0000,1001.9997,   0.0000,   0.0000,1251.7236,   0.0000,1251.7236, 132.2020, 136.7480,   0.0000,   0.0000, 133.9544,   0.0000,   0.0000, 973.6567,   0.0000, 973.6566,   0.0000,   0.0000, 957.8156,   0.0000, 957.8156, 133.1635, 258.3513, 620.5812, 268.6791, 376.2642,


Pollutant Name: PM30,,,,Temperature: 19C,,Relative Humidity: 68%

Speed,PC,PC,PC,PC,PC,TAXI,TAXI,TAXI,TAXI,TAXI,LGV3,LGV3,LGV3,LGV3,LGV3,LGV4,LGV4,LGV4,LGV4,LGV4,LGV6,LGV6,LGV6,LGV6,LGV6,HGV7,HGV7,HGV7,HGV7,HGV7,HGV8,HGV8,HGV8,HGV8,HGV8,PLB,PLB,PLB,PLB,PLB,PV4,PV4,PV4,PV4,PV4,PV5,PV5,PV5,PV5,PV5,NFB6,NFB6,NFB6,NFB6,NFB6,NFB7,NFB7,NFB7,NFB7,NFB7,NFB8,NFB8,NFB8,NFB8,NFB8,FBSD,FBSD,FBSD,FBSD,FBSD,FBDD,FBDD,FBDD,FBDD,FBDD,MC,MC,MC,MC,MC,HGV9,HGV9,HGV9,HGV9,HGV9,NFB9,NFB9,NFB9,NFB9,NFB9,ALL,ALL,ALL,ALL,ALL,
km/hr,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,

   15,   0.0950,   0.0081,   0.0125,   0.0000,   0.0082,   0.0000,   0.0079,   0.0000,   0.0000,   0.0000,   0.0950,   0.0320,   0.0308,   0.0000,   0.0313,   0.0950,   0.0201,   0.0265,   0.0000,   0.0263,   0.0000,   0.0000,   0.0608,   0.0000,   0.0608,   0.0000,   0.0000,   0.0894,   0.0000,   0.0894,   0.0000,   0.0000,   0.1823,   0.0000,   0.1823,   0.0000,   0.0000,   0.0679,   0.0000,   0.0295,   0.0000,   0.0387,   0.0212,   0.0000,   0.0259,   0.0000,   0.0086,   0.0746,   0.0000,   0.0596,   0.0000,   0.0000,   0.1062,   0.0000,   0.1062,   0.0000,   0.0000,   0.0836,   0.0000,   0.0836,   0.0000,   0.0000,   0.3886,   0.0000,   0.3886,   0.0000,   0.0000,   0.2295,   0.0000,   0.2295,   0.0000,   0.0000,   0.2781,   0.0000,   0.2781,   0.0185,   0.0079,   0.0000,   0.0000,   0.0144,   0.0000,   0.0000,   0.2135,   0.0000,   0.2135,   0.0000,   0.0000,   0.3284,   0.0000,   0.3284,   0.0191,   0.0082,   0.1155,   0.0000,   0.0415,
   16,   0.0913,   0.0077,   0.0122,   0.0000,   0.0078,   0.0000,   0.0075,   0.0000,   0.0000,   0.0000,   0.0913,   0.0305,   0.0299,   0.0000,   0.0304,   0.0913,   0.0191,   0.0258,   0.0000,   0.0256,   0.0000,   0.0000,   0.0590,   0.0000,   0.0590,   0.0000,   0.0000,   0.0843,   0.0000,   0.0843,   0.0000,   0.0000,   0.1751,   0.0000,   0.1751,   0.0000,   0.0000,   0.0653,   0.0000,   0.0284,   0.0000,   0.0368,   0.0206,   0.0000,   0.0249,   0.0000,   0.0083,   0.0718,   0.0000,   0.0573,   0.0000,   0.0000,   0.1021,   0.0000,   0.1021,   0.0000,   0.0000,   0.0804,   0.0000,   0.0804,   0.0000,   0.0000,   0.3732,   0.0000,   0.3732,   0.0000,   0.0000,   0.2221,   0.0000,   0.2221,   0.0000,   0.0000,   0.2690,   0.0000,   0.2690,   0.0177,   0.0075,   0.0000,   0.0000,   0.0138,   0.0000,   0.0000,   0.2050,   0.0000,   0.2050,   0.0000,   0.0000,   0.3153,   0.0000,   0.3153,   0.0182,   0.0078,   0.1112,   0.0000,   0.0399,
   17,   0.0878,   0.0073,   0.0118,   0.0000,   0.0074,   0.0000,   0.0071,   0.0000,   0.0000,   0.0000,   0.0878,   0.0291,   0.0291,   0.0000,   0.0295,   0.0878,   0.0182,   0.0250,   0.0000,   0.0248,   0.0000,   0.0000,   0.0574,   0.0000,   0.0574,   0.0000,   0.0000,   0.0798,   0.0000,   0.0798,   0.0000,   0.0000,   0.1685,   0.0000,   0.1685,   0.0000,   0.0000,   0.0629,   0.0000,   0.0273,   0.0000,   0.0350,   0.0201,   0.0000,   0.0240,   0.0000,   0.0080,   0.0691,   0.0000,   0.0551,   0.0000,   0.0000,   0.0981,   0.0000,   0.0981,   0.0000,   0.0000,   0.0775,   0.0000,   0.0775,   0.0000,   0.0000,   0.3592,   0.0000,   0.3592,   0.0000,   0.0000,   0.2154,   0.0000,   0.2154,   0.0000,   0.0000,   0.2607,   0.0000,   0.2607,   0.0169,   0.0071,   0.0000,   0.0000,   0.0132,   0.0000,   0.0000,   0.1974,   0.0000,   0.1974,   0.0000,   0.0000,   0.3035,   0.0000,   0.3035,   0.0175,   0.0074,   0.1073,   0.0000,   0.0384,
