Speed,PC,PC,PC,PC,PC,TAXI,TAXI,TAXI,TAXI,TAXI,LGV3,LGV3,LGV3,LGV3,LGV3,LGV4,LGV4,LGV4,LGV4,LGV4,LGV6,LGV6,LGV6,LGV6,LGV6,HGV7,HGV7,HGV7,HGV7,HGV7,HGV8,HGV8,HGV8,HGV8,HGV8,PLB,PLB,PLB,PLB,PLB,PV4,PV4,PV4,PV4,PV4,PV5,PV5,PV5,PV5,PV5,NFB6,NFB6,NFB6,NFB6,NFB6,NFB7,NFB7,NFB7,NFB7,NFB7,NFB8,NFB8,NFB8,NFB8,NFB8,FBSD,FBSD,FBSD,FBSD,FBSD,FBDD,FBDD,FBDD,FBDD,FBDD,MC,MC,MC,MC,MC,HGV9,HGV9,HGV9,HGV9,HGV9,NFB9,NFB9,NFB9,NFB9,NFB9,ALL,ALL,ALL,ALL,ALL,
km/hr,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,

   64, 187.7322, 187.7322, 209.4800,   0.0000, 188.1109,   0.0000, 187.7322,   0.0000, 211.4070, 211.4020, 187.7322, 338.9323, 266.3858,   0.0000, 268.3871, 187.7322, 349.3756, 266.3858,   0.0000, 268.7742,   0.0000,   0.0000, 384.0081,   0.0000, 384.0081,   0.0000,   0.0000, 419.2383,   0.0000, 419.2383,   0.0000,   0.0000, 821.8857,   0.0000, 821.8857,   0.0000,   0.0000, 441.1815, 349.3582, 389.2879,   0.0000, 349.3755, 299.7900,   0.0000, 313.0030,   0.0000, 416.6556, 441.1815, 349.3583, 422.7205,   0.0000,   0.0000, 451.6394,   0.0000, 451.6394,   0.0000,   0.0000, 502.0865,   0.0000, 502.0865,   0.0000,   0.0000, 762.3555,   0.0000, 762.3555,   0.0000,   0.0000, 846.3159,   0.0000, 846.3159,   0.0000,   0.0000, 942.0079,   0.0000, 942.0079,  95.0986,  98.9275,   0.0000,   0.0000,  96.5746,   0.0000,   0.0000, 821.8859,   0.0000, 821.8860,   0.0000,   0.0000, 762.3557,   0.0000, 762.3557,  95.7983, 186.8995, 519.8702, 221.9347, 301.1169,
   65, 186.8527, 186.8527, 209.7021,   0.0000, 187.2506,   0.0000, 186.8527,   0.0000, 211.4070, 211.4018, 186.8527, 337.3444, 266.3858,   0.0000, 268.3250, 186.8527, 347.7387, 266.3858,   0.0000, 268.7271,   0.0000,   0.0000, 384.0122,   0.0000, 384.0122,   0.0000,   0.0000, 419.2383,   0.0000, 419.2383,   0.0000,   0.0000, 821.8858,   0.0000, 821.8858,   0.0000,   0.0000, 441.1815, 349.3582, 389.2880,   0.0000, 347.7387, 299.7900,   0.0000, 312.5668,   0.0000, 416.6556, 441.1816, 349.3583, 422.7205,   0.0000,   0.0000, 451.6442,   0.0000, 451.6442,   0.0000,   0.0000, 502.0866,   0.0000, 502.0866,   0.0000,   0.0000, 762.3555,   0.0000, 762.3555,   0.0000,   0.0000, 842.5409,   0.0000, 842.5409,   0.0000,   0.0000, 934.0776,   0.0000, 934.0776,  94.5881,  98.4640,   0.0000,   0.0000,  96.0822,   0.0000,   0.0000, 821.8859,   0.0000, 821.8860,   0.0000,   0.0000, 762.3557,   0.0000, 762.3557,  95.2850, 186.0239, 519.0644, 221.9347, 300.4565,
   66, 186.0842, 186.0842, 209.9475,   0.0000, 186.4997,   0.0000, 186.0841,   0.0000, 211.4070, 211.4016, 186.0842, 335.9568, 266.3858,   0.0000, 268.2706, 186.0842, 346.3085, 266.3858,   0.0000, 268.6858,   0.0000,   0.0000, 384.0879,   0.0000, 384.0879,   0.0000,   0.0000, 419.2383,   0.0000, 419.2383,   0.0000,   0.0000, 821.8857,   0.0000, 821.8857,   0.0000,   0.0000, 441.1815, 349.3582, 389.2879,   0.0000, 346.3084, 299.7900,   0.0000, 312.1857,   0.0000, 416.6555, 441.1815, 349.3582, 422.7205,   0.0000,   0.0000, 451.6442,   0.0000, 451.6442,   0.0000,   0.0000, 502.0865,   0.0000, 502.0865,   0.0000,   0.0000, 762.3555,   0.0000, 762.3555,   0.0000,   0.0000, 842.5355,   0.0000, 842.5355,   0.0000,   0.0000, 934.0663,   0.0000, 934.0663,  94.1315,  98.0590,   0.0000,   0.0000,  95.6455,   0.0000,   0.0000, 821.8859,   0.0000, 821.8859,   0.0000,   0.0000, 762.3556,   0.0000, 762.3556,  94.8260, 185.2589, 519.0807, 221.9347, 300.1133,
   67, 185.4253, 185.4253, 210.2166,   0.0000, 185.8570,   0.0000, 185.4253,   0.0000, 211.4070, 211.4015, 185.4253, 334.7674, 266.3858,   0.0000, 268.2241, 185.4253, 345.0824, 266.3858,   0.0000, 268.6505,   0.0000,   0.0000, 384.2329,   0.0000, 384.2329,   0.0000,   0.0000, 419.2383,   0.0000, 419.2383,   0.0000,   0.0000, 821.8858,   0.0000, 821.8858,   0.0000,   0.0000, 441.1815, 349.3582, 389.2879,   0.0000, 345.0823, 299.7900,   0.0000, 311.8590,   0.0000, 416.6555, 441.1815, 349.3583, 422.7205,   0.0000,   0.0000, 451.6442,   0.0000, 451.6442,   0.0000,   0.0000, 502.0865,   0.0000, 502.0865,   0.0000,   0.0000, 762.3555,   0.0000, 762.3555,   0.0000,   0.0000, 842.5355,   0.0000, 842.5355,   0.0000,   0.0000, 934.0663,   0.0000, 934.0663,  93.7281,  97.7118,   0.0000,   0.0000,  95.2637,   0.0000,   0.0000, 821.8859,   0.0000, 821.8860,   0.0000,   0.0000, 762.3557,   0.0000, 762.3557,  94.4207, 184.6030, 519.1096, 221.9347, 299.8239,
   68, 184.8750, 184.8749, 210.5101,   0.0000, 185.3213,   0.0000, 184.8749,   0.0000, 211.4070, 211.4014, 184.8750, 333.7738, 266.3858,   0.0000, 268.1852, 184.8749, 344.0581, 266.3858,   0.0000, 268.6210,   0.0000,   0.0000, 384.4456,   0.0000, 384.4456,   0.0000,   0.0000, 419.2383,   0.0000, 419.2383,   0.0000,   0.0000, 821.8858,   0.0000, 821.8858,   0.0000,   0.0000, 441.1815, 349.3582, 389.2879,   0.0000, 344.0581, 299.7900,   0.0000, 311.5861,   0.0000, 416.6555, 441.1815, 349.3582, 422.7205,   0.0000,   0.0000, 451.6443,   0.0000, 451.6443,   0.0000,   0.0000, 502.0866,   0.0000, 502.0866,   0.0000,   0.0000, 762.3555,   0.0000, 762.3555,   0.0000,   0.0000, 842.5355,   0.0000, 842.5355,   0.0000,   0.0000, 934.0663,   0.0000, 934.0663,  93.3773,  97.4218,   0.0000,   0.0000,  94.9364,   0.0000,   0.0000, 821.8859,   0.0000, 821.8860,   0.0000,   0.0000, 762.3557,   0.0000, 762.3557,  94.0684, 184.0551, 519.1495, 221.9347, 299.5870,
   69, 184.4322, 184.4322, 210.8283,   0.0000, 184.8918,   0.0000, 184.4321,   0.0000, 211.4070, 211.4012, 184.4322, 332.9743, 266.3857,   0.0000, 268.1539, 184.4321, 343.2341, 266.3858,   0.0000, 268.5972,   0.0000,   0.0000, 384.7238,   0.0000, 384.7238,   0.0000,   0.0000, 419.2383,   0.0000, 419.2383,   0.0000,   0.0000, 821.8857,   0.0000, 821.8857,   0.0000,   0.0000, 441.1815, 349.3582, 389.2879,   0.0000, 343.2340, 299.7900,   0.0000, 311.3665,   0.0000, 416.6555, 441.1815, 349.3582, 422.7205,   0.0000,   0.0000, 451.6442,   0.0000, 451.6442,   0.0000,   0.0000, 502.0865,   0.0000, 502.0865,   0.0000,   0.0000, 762.3555,   0.0000, 762.3555,   0.0000,   0.0000, 842.5355,   0.0000, 842.5355,   0.0000,   0.0000, 934.0662,   0.0000, 934.0662,  93.0785,  97.1885,   0.0000,   0.0000,  94.6628,   0.0000,   0.0000, 821.8859,   0.0000, 821.8859,   0.0000,   0.0000, 762.3556,   0.0000, 762.3556,  93.7685, 183.6143, 519.2000, 221.9347, 299.4021,
   70, 184.0962, 184.0962, 211.1718,   0.0000, 184.5677,   0.0000, 184.0962,   0.0000, 211.4070, 211.4012, 184.0962, 332.3678, 266.3858,   0.0000, 268.1302, 184.0962, 342.6089, 266.3858,   0.0000, 268.5793,   0.0000,   0.0000, 385.0659,   0.0000, 385.0659,   0.0000,   0.0000, 419.2383,   0.0000, 419.2383,   0.0000,   0.0000, 821.8857,   0.0000, 821.8857,   0.0000,   0.0000, 441.1815, 349.3582, 389.2879,   0.0000, 342.6088, 299.7900,   0.0000, 311.1999,   0.0000, 416.6555, 441.1815, 349.3582, 422.7205,   0.0000,   0.0000, 451.6443,   0.0000, 451.6443,   0.0000,   0.0000, 502.0865,   0.0000, 502.0865,   0.0000,   0.0000, 762.3555,   0.0000, 762.3555,   0.0000,   0.0000, 842.5355,   0.0000, 842.5355,   0.0000,   0.0000, 934.0663,   0.0000, 934.0663,  92.8315,  97.0114,   0.0000,   0.0000,  94.4428,   0.0000,   0.0000, 821.8859,   0.0000, 821.8859,   0.0000,   0.0000, 762.3557,   0.0000, 762.3557,  93.5208, 183.2798, 519.2610, 221.9347, 299.2689,
   71, 183.8664, 183.8664, 211.5413,   0.0000, 184.3483,   0.0000, 183.8664,   0.0000, 211.4070, 211.4011, 183.8664, 331.9529, 266.3858,   0.0000, 268.1139, 183.8664, 342.1812, 266.3858,   0.0000, 268.5669,   0.0000,   0.0000, 385.4703,   0.0000, 385.4703,   0.0000,   0.0000, 419.2383,   0.0000, 419.2383,   0.0000,   0.0000, 821.8858,   0.0000, 821.8858,   0.0000,   0.0000, 441.1815, 349.3582, 389.2879,   0.0000, 342.1811, 299.7900,   0.0000, 311.0859,   0.0000, 416.6555, 441.1815, 349.3582, 422.7205,   0.0000,   0.0000, 451.6443,   0.0000, 451.6443,   0.0000,   0.0000, 502.0865,   0.0000, 502.0865,   0.0000,   0.0000, 762.3555,   0.0000, 762.3555,   0.0000,   0.0000, 842.5355,   0.0000, 842.5355,   0.0000,   0.0000, 934.0663,   0.0000, 934.0663,  92.6357,  96.8904,   0.0000,   0.0000,  94.2758,   0.0000,   0.0000, 821.8859,   0.0000, 821.8859,   0.0000,   0.0000, 762.3557,   0.0000, 762.3557,  93.3248, 183.0511, 519.3325, 221.9347, 299.1870,
   72, 183.7425, 183.7425, 211.9375,   0.0000, 184.2334,   0.0000, 183.7425,   0.0000, 211.4070, 211.4011, 183.7425, 331.7292, 266.3858,   0.0000, 268.1052, 183.7425, 341.9506, 266.3858,   0.0000, 268.5603,   0.0000,   0.0000, 385.9354,   0.0000, 385.9354,   0.0000,   0.0000, 419.2383,   0.0000, 419.2383,   0.0000,   0.0000, 821.8858,   0.0000, 821.8858,   0.0000,   0.0000, 441.1815, 349.3582, 389.2880,   0.0000, 341.9505, 299.7900,   0.0000, 311.0245,   0.0000, 416.6556, 441.1815, 349.3583, 422.7205,   0.0000,   0.0000, 451.6443,   0.0000, 451.6443,   0.0000,   0.0000, 502.0866,   0.0000, 502.0866,   0.0000,   0.0000, 762.3555,   0.0000, 762.3555,   0.0000,   0.0000, 842.5355,   0.0000, 842.5355,   0.0000,   0.0000, 934.0663,   0.0000, 934.0663,  92.4910,  96.8251,   0.0000,   0.0000,  94.1617,   0.0000,   0.0000, 821.8860,   0.0000, 821.8860,   0.0000,   0.0000, 762.3557,   0.0000, 762.3557,  93.1803, 182.9277, 519.4139, 221.9347, 299.1561,
   73, 183.7241, 183.7241, 212.3609,   0.0000, 184.2227,   0.0000, 183.7241,   0.0000, 211.4070, 211.4011, 183.7241, 331.6961, 266.3858,   0.0000, 268.1039, 183.7241, 341.9164, 266.3858,   0.0000, 268.5593,   0.0000,   0.0000, 386.4597,   0.0000, 386.4597,   0.0000,   0.0000, 419.2383,   0.0000, 419.2383,   0.0000,   0.0000, 821.8857,   0.0000, 821.8857,   0.0000,   0.0000, 441.1815, 349.3582, 389.2879,   0.0000, 341.9164, 299.7900,   0.0000, 311.0154,   0.0000, 416.6555, 441.1815, 349.3582, 422.7205,   0.0000,   0.0000, 451.6442,   0.0000, 451.6442,   0.0000,   0.0000, 502.0865,   0.0000, 502.0865,   0.0000,   0.0000, 762.3555,   0.0000, 762.3555,   0.0000,   0.0000, 842.5355,   0.0000, 842.5355,   0.0000,   0.0000, 934.0663,   0.0000, 934.0663,  92.3972,  96.8154,   0.0000,   0.0000,  94.1004,   0.0000,   0.0000, 821.8859,   0.0000, 821.8859,   0.0000,   0.0000, 762.3556,   0.0000, 762.3556,  93.0871, 182.9094, 519.5050, 221.9347, 299.1761,
   74, 183.8113, 183.8113, 212.8125,   0.0000, 184.3163,   0.0000, 183.8113,   0.0000, 211.4070, 211.4011, 183.8113, 331.8534, 266.3858,   0.0000, 268.1100, 183.8113, 342.0787, 266.3858,   0.0000, 268.5640,   0.0000,   0.0000, 387.0420,   0.0000, 387.0420,   0.0000,   0.0000, 419.2383,   0.0000, 419.2383,   0.0000,   0.0000, 821.8857,   0.0000, 821.8857,   0.0000,   0.0000, 441.1815, 349.3582, 389.2879,   0.0000, 342.0786, 299.7900,   0.0000, 311.0586,   0.0000, 416.6556, 441.1815, 349.3583, 422.7205,   0.0000,   0.0000, 451.6443,   0.0000, 451.6443,   0.0000,   0.0000, 502.0865,   0.0000, 502.0865,   0.0000,   0.0000, 762.3555,   0.0000, 762.3555,   0.0000,   0.0000, 842.5355,   0.0000, 842.5355,   0.0000,   0.0000, 934.0663,   0.0000, 934.0663,  92.3543,  96.8613,   0.0000,   0.0000,  94.0917,   0.0000,   0.0000, 821.8859,   0.0000, 821.8860,   0.0000,   0.0000, 762.3557,   0.0000, 762.3557,  93.0451, 182.9962, 519.6058, 221.9347, 299.2469,
   75, 184.0043, 184.0043, 213.2930,   0.0000, 184.5143,   0.0000, 184.0043,   0.0000, 211.4070, 211.4012, 184.0043, 332.2019, 266.3858,   0.0000, 268.1237, 184.0043, 342.4378, 266.3858,   0.0000, 268.5743,   0.0000,   0.0000, 387.6808,   0.0000, 387.6808,   0.0000,   0.0000, 419.2383,   0.0000, 419.2383,   0.0000,   0.0000, 821.8858,   0.0000, 821.8858,   0.0000,   0.0000, 441.1815, 349.3582, 389.2879,   0.0000, 342.4378, 299.7900,   0.0000, 311.1543,   0.0000, 416.6556, 441.1815, 349.3582, 422.7205,   0.0000,   0.0000, 451.6443,   0.0000, 451.6443,   0.0000,   0.0000, 502.0865,   0.0000, 502.0865,   0.0000,   0.0000, 762.3555,   0.0000, 762.3555,   0.0000,   0.0000, 842.5355,   0.0000, 842.5355,   0.0000,   0.0000, 934.0663,   0.0000, 934.0663,  92.3621,  96.9630,   0.0000,   0.0000,  94.1357,   0.0000,   0.0000, 821.8859,   0.0000, 821.8860,   0.0000,   0.0000, 762.3557,   0.0000, 762.3557,  93.0543, 183.1884, 519.7161, 221.9347, 299.3686,
   76, 184.3033, 184.3033, 213.8034,   0.0000, 184.8170,   0.0000, 184.3033,   0.0000, 211.4070, 211.4012, 184.3033, 332.7417, 266.3858,   0.0000, 268.1448, 184.3033, 342.9943, 266.3858,   0.0000, 268.5903,   0.0000,   0.0000, 388.3751,   0.0000, 388.3751,   0.0000,   0.0000, 419.2383,   0.0000, 419.2383,   0.0000,   0.0000, 821.8858,   0.0000, 821.8858,   0.0000,   0.0000, 441.1815, 349.3582, 389.2880,   0.0000, 342.9943, 299.7901,   0.0000, 311.3026,   0.0000, 416.6556, 441.1816, 349.3583, 422.7205,   0.0000,   0.0000, 451.6443,   0.0000, 451.6443,   0.0000,   0.0000, 502.0865,   0.0000, 502.0865,   0.0000,   0.0000, 762.3555,   0.0000, 762.3555,   0.0000,   0.0000, 842.5355,   0.0000, 842.5355,   0.0000,   0.0000, 934.0663,   0.0000, 934.0663,  92.4209,  97.1206,   0.0000,   0.0000,  94.2325,   0.0000,   0.0000, 821.8859,   0.0000, 821.8860,   0.0000,   0.0000, 762.3557,   0.0000, 762.3557,  93.1149, 183.4860, 519.8358, 221.9347, 299.5411,
   77, 184.7089, 184.7089, 214.3445,   0.0000, 185.2250,   0.0000, 184.7089,   0.0000, 211.4070, 211.4013, 184.7089, 333.4740, 266.3858,   0.0000, 268.1735, 184.7089, 343.7491, 266.3858,   0.0000, 268.6121,   0.0000,   0.0000, 389.1237,   0.0000, 389.1237,   0.0000,   0.0000, 419.2383,   0.0000, 419.2383,   0.0000,   0.0000, 821.8857,   0.0000, 821.8857,   0.0000,   0.0000, 441.1815, 349.3582, 389.2879,   0.0000, 343.7491, 299.7900,   0.0000, 311.5037,   0.0000, 416.6555, 441.1815, 349.3582, 422.7205,   0.0000,   0.0000, 451.6442,   0.0000, 451.6442,   0.0000,   0.0000, 502.0865,   0.0000, 502.0865,   0.0000,   0.0000, 762.3555,   0.0000, 762.3555,   0.0000,   0.0000, 842.5355,   0.0000, 842.5355,   0.0000,   0.0000, 934.0663,   0.0000, 934.0663,  92.5307,  97.3343,   0.0000,   0.0000,  94.3824,   0.0000,   0.0000, 821.8859,   0.0000, 821.8859,   0.0000,   0.0000, 762.3556,   0.0000, 762.3556,  93.2269, 183.8898, 519.9644, 221.9347, 299.7647,
   78, 185.2218, 185.2218, 214.9176,   0.0000, 185.7389,   0.0000, 185.2218,   0.0000, 211.4070, 211.4014, 185.2218, 334.3999, 266.3858,   0.0000, 268.2097, 185.2218, 344.7036, 266.3858,   0.0000, 268.6396,   0.0000,   0.0000, 389.9255,   0.0000, 389.9255,   0.0000,   0.0000, 419.2383,   0.0000, 419.2383,   0.0000,   0.0000, 821.8857,   0.0000, 821.8857,   0.0000,   0.0000, 441.1815, 349.3582, 389.2879,   0.0000, 344.7035, 299.7900,   0.0000, 311.7581,   0.0000, 416.6555, 441.1815, 349.3582, 422.7205,   0.0000,   0.0000, 451.6442,   0.0000, 451.6442,   0.0000,   0.0000, 502.0865,   0.0000, 502.0865,   0.0000,   0.0000, 762.3555,   0.0000, 762.3555,   0.0000,   0.0000, 842.5355,   0.0000, 842.5355,   0.0000,   0.0000, 934.0663,   0.0000, 934.0663,  92.6918,  97.6046,   0.0000,   0.0000,  94.5856,   0.0000,   0.0000, 821.8859,   0.0000, 821.8860,   0.0000,   0.0000, 762.3556,   0.0000, 762.3556,  93.3907, 184.4004, 520.1021, 221.9347, 300.0397,
   79, 185.8428, 185.8428, 215.5235,   0.0000, 186.3596,   0.0000, 185.8428,   0.0000, 211.4070, 211.4016, 185.8428, 335.5211, 266.3858,   0.0000, 268.2536, 185.8428, 345.8593, 266.3858,   0.0000, 268.6729,   0.0000,   0.0000, 390.7795,   0.0000, 390.7795,   0.0000,   0.0000, 419.2383,   0.0000, 419.2383,   0.0000,   0.0000, 821.8858,   0.0000, 821.8858,   0.0000,   0.0000, 441.1815, 349.3582, 389.2880,   0.0000, 345.8593, 299.7900,   0.0000, 312.0660,   0.0000, 416.6555, 441.1816, 349.3583, 422.7205,   0.0000,   0.0000, 451.6442,   0.0000, 451.6442,   0.0000,   0.0000, 502.0866,   0.0000, 502.0866,   0.0000,   0.0000, 762.3555,   0.0000, 762.3555,   0.0000,   0.0000, 842.5355,   0.0000, 842.5355,   0.0000,   0.0000, 934.0663,   0.0000, 934.0663,  92.9046,  97.9319,   0.0000,   0.0000,  94.8425,   0.0000,   0.0000, 821.8859,   0.0000, 821.8860,   0.0000,   0.0000, 762.3557,   0.0000, 762.3557,  93.6066, 185.0186, 520.2487, 221.9347, 300.3665,
   80, 186.5731, 186.5731, 216.1635,   0.0000, 187.0883,   0.0000, 186.5731,   0.0000, 211.4070, 211.4017, 186.5731, 336.8396, 266.3858,   0.0000, 268.3052, 186.5731, 347.2183, 266.3858,   0.0000, 268.7120,   0.0000,   0.0000, 391.6847,   0.0000, 391.6847,   0.0000,   0.0000, 419.2383,   0.0000, 419.2383,   0.0000,   0.0000, 821.8857,   0.0000, 821.8857,   0.0000,   0.0000, 441.1815, 349.3582, 389.2879,   0.0000, 347.2183, 299.7900,   0.0000, 312.4282,   0.0000, 416.6555, 441.1815, 349.3582, 422.7205,   0.0000,   0.0000, 451.6443,   0.0000, 451.6443,   0.0000,   0.0000, 502.0865,   0.0000, 502.0865,   0.0000,   0.0000, 762.3555,   0.0000, 762.3555,   0.0000,   0.0000, 842.5355,   0.0000, 842.5355,   0.0000,   0.0000, 934.0662,   0.0000, 934.0662,  93.1696,  98.3167,   0.0000,   0.0000,  95.1537,   0.0000,   0.0000, 821.8859,   0.0000, 821.8859,   0.0000,   0.0000, 762.3556,   0.0000, 762.3556,  93.8751, 185.7456, 520.4039, 221.9347, 300.7453,


Pollutant Name: PM30,,,,Temperature: 19C,,Relative Humidity: 68%

Speed,PC,PC,PC,PC,PC,TAXI,TAXI,TAXI,TAXI,TAXI,LGV3,LGV3,LGV3,LGV3,LGV3,LGV4,LGV4,LGV4,LGV4,LGV4,LGV6,LGV6,LGV6,LGV6,LGV6,HGV7,HGV7,HGV7,HGV7,HGV7,HGV8,HGV8,HGV8,HGV8,HGV8,PLB,PLB,PLB,PLB,PLB,PV4,PV4,PV4,PV4,PV4,PV5,PV5,PV5,PV5,PV5,NFB6,NFB6,NFB6,NFB6,NFB6,NFB7,NFB7,NFB7,NFB7,NFB7,NFB8,NFB8,NFB8,NFB8,NFB8,FBSD,FBSD,FBSD,FBSD,FBSD,FBDD,FBDD,FBDD,FBDD,FBDD,MC,MC,MC,MC,MC,HGV9,HGV9,HGV9,HGV9,HGV9,NFB9,NFB9,NFB9,NFB9,NFB9,ALL,ALL,ALL,ALL,ALL,
km/hr,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,NCAT,CAT,DSL,LPG,ALL,

   63,   0.0310,   0.0018,   0.0046,   0.0000,   0.0018,   0.0000,   0.0017,   0.0000,   0.0000,   0.0000,   0.0310,   0.0077,   0.0113,   0.0000,   0.0113,   0.0310,   0.0043,   0.0097,   0.0000,   0.0096,   0.0000,   0.0000,   0.0372,   0.0000,   0.0372,   0.0000,   0.0000,   0.0313,   0.0000,   0.0313,   0.0000,   0.0000,   0.0851,   0.0000,   0.0851,   0.0000,   0.0000,   0.0275,   0.0000,   0.0120,   0.0000,   0.0083,   0.0078,   0.0000,   0.0079,   0.0000,   0.0035,   0.0297,   0.0000,   0.0237,   0.0000,   0.0000,   0.0410,   0.0000,   0.0410,   0.0000,   0.0000,   0.0368,   0.0000,   0.0368,   0.0000,   0.0000,   0.1817,   0.0000,   0.1817,   0.0000,   0.0000,   0.1233,   0.0000,   0.1233,   0.0000,   0.0000,   0.1475,   0.0000,   0.1475,   0.0053,   0.0017,   0.0000,   0.0000,   0.0039,   0.0000,   0.0000,   0.0999,   0.0000,   0.0999,   0.0000,   0.0000,   0.1535,   0.0000,   0.1535,   0.0055,   0.0018,   0.0550,   0.0000,   0.0187,
   64,   0.0308,   0.0017,   0.0046,   0.0000,   0.0018,   0.0000,   0.0017,   0.0000,   0.0000,   0.0000,   0.0308,   0.0076,   0.0111,   0.0000,   0.0112,   0.0308,   0.0043,   0.0096,   0.0000,   0.0094,   0.0000,   0.0000,   0.0373,   0.0000,   0.0373,   0.0000,   0.0000,   0.0311,   0.0000,   0.0311,   0.0000,   0.0000,   0.0851,   0.0000,   0.0851,   0.0000,   0.0000,   0.0275,   0.0000,   0.0120,   0.0000,   0.0082,   0.0077,   0.0000,   0.0078,   0.0000,   0.0035,   0.0296,   0.0000,   0.0236,   0.0000,   0.0000,   0.0410,   0.0000,   0.0410,   0.0000,   0.0000,   0.0365,   0.0000,   0.0365,   0.0000,   0.0000,   0.1817,   0.0000,   0.1817,   0.0000,   0.0000,   0.1233,   0.0000,   0.1233,   0.0000,   0.0000,   0.1474,   0.0000,   0.1474,   0.0052,   0.0017,   0.0000,   0.0000,   0.0039,   0.0000,   0.0000,   0.0999,   0.0000,   0.0999,   0.0000,   0.0000,   0.1535,   0.0000,   0.1535,   0.0054,   0.0018,   0.0549,   0.0000,   0.0187,
   65,   0.0307,   0.0017,   0.0045,   0.0000,   0.0018,   0.0000,   0.0017,   0.0000,   0.0000,   0.0000,   0.0307,   0.0075,   0.0110,   0.0000,   0.0110,   0.0307,   0.0042,   0.0095,   0.0000,   0.0093,   0.0000,   0.0000,   0.0373,   0.0000,   0.0373,   0.0000,   0.0000,   0.0308,   0.0000,   0.0308,   0.0000,   0.0000,   0.0851,   0.0000,   0.0851,   0.0000,   0.0000,   0.0274,   0.0000,   0.0119,   0.0000,   0.0081,   0.0076,   0.0000,   0.0077,   0.0000,   0.0035,   0.0296,   0.0000,   0.0236,   0.0000,   0.0000,   0.0409,   0.0000,   0.0409,   0.0000,   0.0000,   0.0362,   0.0000,   0.0362,   0.0000,   0.0000,   0.1817,   0.0000,   0.1817,   0.0000,   0.0000,   0.1233,   0.0000,   0.1233,   0.0000,   0.0000,   0.1474,   0.0000,   0.1474,   0.0052,   0.0017,   0.0000,   0.0000,   0.0038,   0.0000,   0.0000,   0.0999,   0.0000,   0.0999,   0.0000,   0.0000,   0.1535,   0.0000,   0.1535,   0.0054,   0.0017,   0.0549,   0.0000,   0.0187,
   66,   0.0305,   0.0017,   0.0045,   0.0000,   0.0018,   0.0000,   0.0016,   0.0000,   0.0000,   0.0000,   0.0305,   0.0075,   0.0109,   0.0000,   0.0109,   0.0305,   0.0042,   0.0094,   0.0000,   0.0092,   0.0000,   0.0000,   0.0374,   0.0000,   0.0374,   0.0000,   0.0000,   0.0308,   0.0000,   0.0308,   0.0000,   0.0000,   0.0851,   0.0000,   0.0851,   0.0000,   0.0000,   0.0274,   0.0000,   0.0119,   0.0000,   0.0081,   0.0075,   0.0000,   0.0077,   0.0000,   0.0034,   0.0296,   0.0000,   0.0236,   0.0000,   0.0000,   0.0409,   0.0000,   0.0409,   0.0000,   0.0000,   0.0362,   0.0000,   0.0362,   0.0000,   0.0000,   0.1817,   0.0000,   0.1817,   0.0000,   0.0000,   0.1233,   0.0000,   0.1233,   0.0000,   0.0000,   0.1474,   0.0000,   0.1474,   0.0052,   0.0016,   0.0000,   0.0000,   0.0038,   0.0000,   0.0000,   0.0999,   0.0000,   0.0999,   0.0000,   0.0000,   0.1535,   0.0000,   0.1535,   0.0054,   0.0017,   0.0548,   0.0000,   0.0187,
